PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM
J	"Verbisck-Bucker, G.; Gonzalez-Candela, M.; Galian, J.; Cubero-Pablo, M. J.; Martin-Atance, P.; Leon-Vizcaino, L."				Galian, Jose/H-6931-2015	Galian, Jose/0000-0002-1415-3767			Epidemiology of Mycoplasma agalactiae infection in free-ranging Spanish ibex (Capra pyrenaica) in Andalusia, southern Spain								JOURNAL OF WILDLIFE DISEASES				44	2			369	380					Apr-08	2008	"Mycoplasma agalactiae is the main causal agent of contagious agalactia syndrome in Spain. It is a severe disease of small ruminants, endemic in Mediterranean countries, that is characterized by mastitis, arthritis, and keratoconjunctivitis. This paper investigates the temporal, spatial, and host-related factors in the distribution of M. agalactiae infection from October 1996 to November 1998 and March 2002 to May 2003 in Spanish ibex (Capra pyrenaica) populations from Andalusia, in southern Spain. The predisposing factors to infection among previously selected factors (year of sampling, climatic season, geographic origin according to province, mountain range and metapopulation, sex, year of life, presence of scabies, and phase of the reproductive cycle) were established. We collected conjunctival and ear-canal swabs from 411 free-ranging ibexes. The frequency of infected ibexes was 11.2%. The peak frequency of infection occurred in 1998 and in summer. Granada was the province with greatest risk (odds ratio = 2.6) of carriers (18.8% infected). The predisposing factors were sex (females), age (young animals), and metapopulation (Sierra Nevada). We identified a higher number of infected ibexes in the metapopulation ""Sierra Nevada"" (34/256) and significant differences among the three established metapopulations (P<0.01). Mycoplama agalactiae infection represents a risk for population density and maintenance of these wild populations; infections can result in blindness, malnutrition, and polyarthritis leading to numerous deaths."									8	0	0	7	0	8			0090-3558			WOS:000255542600015	18436669
J	"Zuazo, V. H. Duran; Pleguezuelo, C. R. Rodriguez; Martinez, J. R. Francia; Rodiguez, B. Carceles; Raya, A. Martinez; Galindo, P. Perez"				"Francia Martinez, Jose Ramon/H-7663-2015; "	"Francia Martinez, Jose Ramon/0000-0003-0251-1501; Rodriguez Pleguezuelo, Carmen Rocio/0000-0003-2404-1272"			Harvest intensity of aromatic shrubs vs. soil erosion: An equilibrium for sustainable agriculture (SE Spain)								CATENA				73	1			107	116		10.1016/j.catena.2007.09.006			MAR 15 2008	2008	In the Mediterranean Europe, where rainfall is scarce and irregular but often of high intensity, wild shrubs protect the soil against erosivity of raindrops. Moreover, some of these plants are the economic income for local farmers. Particularly in SE Spain, soil erosion is a core factor in environmental degradation attributed primarily to the cultivation practices and human pressure on the land. Over a four-year period, soil erosion and runoff were monitored in erosion plots on a mountainside, comparing four harvest intensities of four aromatic shrubs (Lavandula lanata L., Santolina rosmarinifolia L. Origanum bastetanum, and Salvia lavandulifolia V.): 0% (HI-0), 25% (HI-25), 50% (HI-50), and 75% (HI-75). Also, the fresh biomass and essential-oil content were quantified in each treatment. The erosion plots were located in Lanjaron (Granada, SE Spain) on the southern flank of the Sierra Nevada Mountains, on a 20% slope, and of 96 in 2 in area. The average soil loss for HI-0, HI-25, HI-50, and HI-75 during the study period was 144.6, 187.2, 256.0, and 356.0 kg ha(-1) respectively, and runoff 2.6, 3.2, 3.4, and 4,7 mm, respectively. The lowest average soil erosion and runoff rates for the study period were recorded with plant cover of S. lavandulifolia V. 67.6 kg ha(-1) and 1.3 mm, respectively. Since no significant differences were found between HI-25 and HI-50 for soil erosion and runoff, and harvest and distillation of wild-aromatic plants currently persists as an important economic activity in mountainous areas of the study zone, we recommend a rational harvest (HI-50), leaving the 50% of the plant biomass in the field (especially for sage and lavender) to avoid the soil degradation. In this sense, the harvest of 50% of fresh herb of sage, santolina, lavender, and oregano produced reasonable essential-oil yield of 12.7, 14.0, 19.7, and 18.3 L ha(-1), respectively. The inappropriate harvest of aromatic plants and the intensity fanning systems of mountain areas endanger land conservation, and there is an Urgent need to implement appropriate land management which has a large-scale perspective but acts at the local level. (C) 2007 Elsevier B.V. All rights reserved.									4	0	0	3	0	4			0341-8162			WOS:000254829300010	
J	"Gomez, Jose M.; Puerta-Pinero, Carolina; Schupp, Eugene W."				"Schupp, Eugene/F-1834-2010; Puerta Pinero, Carolina/B-3186-2012"	Puerta Pinero, Carolina/0000-0002-0584-7548			Effectiveness of rodents as local seed dispersers of Holm oaks								OECOLOGIA				155	3			529	537		10.1007/s00442-007-0928-3			Mar-08	2008	In this study we assessed the effectiveness of rodents as dispersers of Quercus ilex in a patchy landscape in southeastern Spain. We experimentally followed the fates of 3,200 marked and weighed acorns from dispersal through the time of seedling emergence over three years. Rodents handled about 99% of acorns, and dispersed 67% and cached 7.4% of the dispersed acorns. Most caches were recovered and consumed, and only 1.3% of the original experimental acorns were found alive in caches the following spring. Dispersal distances were short (mean = 356.2 cm, median = 157 cm) and strongly right-skewed. Heavier acorns were dispersed further and were more likely to be cached and survive than lighter acorns. All caches were in litter or soil, and each contained a single acorn. Rodents moved acorns nonrandomly, mostly to oaks and pines. Most surviving acorns were either in oaks, a poor microhabitat for oak recruitment, or shrubs, a suitable microhabitat for oak recruitment. Our results suggest that rodents, by burying a relatively high proportion of acorns singly in shrubs and pines, act as moderately effective dispersers of Q. ilex. Nonetheless, this dispersal comes at a very heavy cost.									86	12	0	83	1	97			0029-8549	1432-1939		WOS:000254238500012	18075760
J	"Alasaad, S.; Granados, J. E.; Cano-Manuel, F. J.; Meana, A.; Zhu, X. Q.; Perez, J. M."				Alasaad, Samer/G-4727-2013	Alasaad, Samer/0000-0003-0868-7276			Epidemiology of fasciolosis affecting Iberian ibex (Capra pyrenaica) in southern Spain								PARASITOLOGY RESEARCH				102	4			751	755		10.1007/s00436-007-0830-2			Mar-08	2008	Between 1995 and 2006, we surveyed the presence of Fasciola hepatica in Iberian ibex (Capra pyrenaica) from Andalucia (southern Spain) by both necropsy (n = 2,096) and coprological approaches (n = 380). Most of the samples came from the Sierra Nevada mountain range (n = 1,884 and 267, respectively), and all positive cases involved animals from this location. The prevalence reached 0.53% by necropsy and 1.87% by faecal examination. Taking into account both diagnostic methodologies and the total number of animals affected (n = 14), we obtained a yearly prevalence of 0.7 +/- 0.3%. The infection with F. hepatica was found not to be related to host sex, climatology or to co-infection with Sarcoptes scabiei (the most important parasite affecting Iberian ibex, with a prevalence of 49.27 +/- 7.90% in the examined animals). The prevalence of fasciolosis decreased significantly during the period under study and this would be explained by an increase of ibex resistance to this fluke as a result of a reduction of the parasite abundance in the area and/or a reduction of the host infection rate. There was no statistical difference between the two diagnostic methods for the examination of fasciolosis during the period in which both methods were used. Therefore, examination of faecal samples as a non-invasive procedure may provide a useful approach for monitoring fasciolosis in wild ungulate populations. The results of the present study provided foundation for the effective control of F. hepatica infection in Iberian ibex.									8	0	0	7	0	8			0932-0113			WOS:000253522900027	18092179
J	"Batlles, F. J.; Bosch, J. L.; Tovar-Pescador, J.; Martinez-Durban, M.; Ortega, R.; Miralles, I."				"Bosch Saldana, Juan Luis/L-5388-2014; Tovar-Pescador, Joaquin/L-7681-2014"	"Bosch Saldana, Juan Luis/0000-0002-8442-0023; "			Determination of atmospheric parameters to estimate global radiation in areas of complex topography: Generation of global irradiation map								ENERGY CONVERSION AND MANAGEMENT				49	2			336	345		10.1016/j.enconman.2007.06.012			Feb-08	2008	Incoming shortwave solar radiation is an important parameter in environmental applications. A detailed spatial and temporal analysis of global solar radiation on the earth surface is needed in many applications, ranging from solar energy uses to the study of agricultural, forest and biological processes. At local scales, the topography is the most important factor in the distribution of solar radiation on the surface. The variability of the elevation, the surface orientation and the obstructions due to elevations are a source of great local differences in insolation and, consequently, in other variables as ground temperature. For this reason, several models based on GIS techniques have been recently developed, integrating topography to obtain the solar radiation on the surface.In this work, global radiation is analyzed with the Solar Analyst, a model implemented on ArcView, that computes the topographic parameters: altitude, latitude, slope and orientation (azimuth) and shadow effects. Solar Analyst uses as input parameters the diffuse fraction and the transmittance. These parameters are not usually available in radiometric networks in mountainous areas. In this work, a method to obtain both parameters from global radiation is proposed. Global radiation data obtained in two networks of radiometric stations is used: one located in Sierra Magina Natural Park (Spain) with 11 stations and another one located on the surroundings of Sierra Nevada Natural Park (Spain) with 14 stations. Daily solar irradiation is calculated from a digital terrain model (DTM), the daily diffuse fraction, K, and daily atmospheric transmittivity, tau. Results provided by the model have been compared with measured values. An overestimation for high elevations is observed, whereas low altitudes present underestimation. The best performance was also reported during summer months, and the worst results were obtained during winter. Finally, a yearly global solar irradiation map has been produced for the studied zone. (C) 2007 Elsevier Ltd. All rights reserved.									12	1	0	3	1	14			0196-8904			WOS:000253037900022	
S	"Cunniffe, R.; Castro-Tirado, A. J.; Kubanek, P.; Jelinek, M.; Vitek, S.; Gorosabel, J.; Postigo, A. de Ugarte; Riva, A.; Zerbi, F.; Claret, A.; Sanchez-Fernandez, C."				"Vitek, Stanislav/B-3332-2015; "	"Vitek, Stanislav/0000-0002-3185-1495; Riva, Alberto/0000-0002-6928-8589; de Ugarte Postigo, A/0000-0001-7717-5085"	"Bridger, A; Radziwill, NM"		Installation and first light of the BOOTES-IR near-IR camera								ADVANCED SOFTWARE AND CONTROL FOR ASTRONOMY II, PTS 1 & 2		PROCEEDINGS OF THE SOCIETY OF PHOTO-OPTICAL INSTRUMENTATION ENGINEERS (SPIE)		7019						70191H	10.1117/12.789774			2008	2008	BIRCAM is a near-infrared (0.8-2.5um) cryogenic camera based on a 1Kx1K HgCdTe array. It was designed for - and is now mounted at - one of the Nasmyth foci of the fast-slewing 0.6 m BOOTES-IR telescope at the Sierra Nevada Observatory (OSN) in Spain. The primary science mission is prompt Gamma Ray-Burst afterglow research, with an implied demand for extremely time-efficient operation. We describe the challenges of installing a heavy camera on a small high-speed telescope, of integrating the dithering mechanism, the filterwheel, and the array itself into a high-efficiency instrument, the design of the software to meet the requirements.					2nd Conference on Advanced Software and Control for Astronomy2nd Conference on Advanced Software and Control for Astronomy	JUN 26-28, 2008JUN 26-28, 2008	"iAG; INAF; INTA; CESR; CNRS; Univ Tubingen; Ist Astrofis Spaziale Fis Cosm; IASF Roma; INAF; Dept Programas Espciales Cien Espac; DPECE INTA Madrid; E O Hulburt Ctr Space Res; HCA NRL; Max Planck Inst Extraterrestrial Phys; MPE; St John Coll; CNRS UPS OMP, Ctr Etude Spatiale Rayoonnements; Inst Astron Astrophys; Univ SAND I; Competitiveness Cluster, POPsud Pole Opt & Photon; Opt Sud; SPIEiAG; INAF; INTA; CESR; CNRS; Univ Tubingen; Ist Astrofis Spaziale Fis Cosm; IASF Roma; INAF; Dept Programas Espciales Cien Espac; DPECE INTA Madrid; E O Hulburt Ctr Space Res; HCA NRL; Max Planck Inst Extraterrestrial Phys; MPE; St John Coll; CNRS UPS OMP, Ctr Etude Spatiale Rayoonnements; Inst Astron Astrophys; Univ SAND I; Competitiveness Cluster, POPsud Pole Opt & Photon; Opt Sud; SPIE"	Marseille, FRANCEMarseille, FRANCE	0	0	0	0	0	0			0277-786X		978-0-8194-7229-8	WOS:000261330600050	
J	Assing, Volker								Four new species and additional records of Palaearctic Sunius, with two new synonymies (Coleoptera: Staphylinidae: Paederinae)								Beitraege zur Entomologie				58	2			455	470					2008	2008	Four species of Sunius STEPHENS are described and illustrated: S. tronqueti sp. n. (Spain: Sierra Nevada), S. filabresicus sp. n. (Spain: Sierra de los Filabres), S. gadoricus sp. n. (Spain: Sierra de Gador), and S. kastcheevi sp. n. (Kazakhstan). Two synonymies are proposed: S. melanocephalus (FABRICIUS, 1793) = S. anatolicus ASSING, 1995, syn. n., S. claviceps (REITTER, 1908) = Sunius bogdoensis GREBENNIKOV, 2001, syn. n. Additional records of 24 (sub-)species are reported from the Palaearctic region.									3	0	0	5	0	7			0005-805X			BCI:BCI200900548583	
J	"Gonzalez-Megias, Adela; Maria Gomez, Jose; Sanchez-Pinero, Francisco"				Sanchez Pinero, Francisco/L-2629-2014				Factors determining beetle richness and composition along an altitudinal gradient in the high mountains of the Sierra Nevada National Park (Spain)								ECOSCIENCE				15	4			429	441		10.2980/15-4-3105			2008	2008	"Once of the more common and dramatic patterns observed in species abundance and richness is that imposed by altitude. Many non-exclusive factors have been proposed to explain these altitudinal patterns, including climate habitat structure, productivity, geographical factors, and historical factors. In this study, we investigated the altitudinal trend of beetle richness and diversity. trying to determine the factors affecting beetle diversity and composition along an altitudinal gradient on a high mountain of the Sierra Nevada National Park (Spain), Beetles were sampled every 15 d for 2 y using pitfall traps at 10 altitudinal sites located between 2000 and 3000 m asl. Against predictions, beetle diversity and the standardized richness indices were not correlated with altitude. Insteads, lower richness and diversity values were found at middle altitude in the selected altitudinal range. Although a combination of biotic and abiotic factors satisfactorily explained these richness and diversity values, the main factor was plant diversity, which was correlated with all richness and diversity indices. A second factor was temperature; however, the interaction between beetle richness and temperature was evident only when the effect of plant diversity was removed. Multivariate analysis for species composition showed that 2 factors, plant diversity and shrill) cover, explained more than 50% of the variance observed. In summary, our results suggest a strong dependence of beetle on vegetation structure and diversity. although temperature appears to be a complementary factor determining beetle richness and diversity in the high mountains of the Serra Nevada National Park."									9	0	0	7	0	9			1195-6860			WOS:000261940600003	
S	"Paegelow, M.; Camacho, Olmedo M. T.; Ferraty, F.; Ferre, L.; Sarda, P.; Villa, N."				Camacho Olmedo, Maria Teresa/M-1882-2014	Camacho Olmedo, Maria Teresa/0000-0003-3178-1543	"Paegelow, M; CamachoOlmedo, MT"		Prospective modelling of environmental dynamics: A methodological comparison applied to mountain land cover changes								Environmental Science and Engineering		Environmental Science and Engineering:Environmental Engineering						141	167		10.1007/978-3-540-68498-5_5			2008	2008	During the last 10 years, scientists have made significant advances in modelling environmental dynamics. A wide range of new methodological approaches in geomatics -such as neural networks, multi-agent systems or fuzzy logics- have been developed. Despite this progress, the modelling softwares available have to be considered as experimental tools rather than improved procedures that are able to work for environmental management or decision support. In particular, the authors think that a large number of publications suffer from discrepancies, when trying to validate their model's results.This contribution describes three different modelling approaches applied to prospective land cover prediction. The first one, a combined geomatic method, uses Markov chains for temporal transition prediction, while their spatial assignment is supervised manually by the construction of suitability maps. Compared to this directed method, the two others may be considered as semi-automatic because both the polychotomous regression and the multilayer perceptron only need to be optimized during a training step the algorithms themselves detect the spatial-temporal changes in land cover.The authors describe the three methodological approaches and their practical applications to two mountainous studied areas: one in the French Pyrenees, the second including a large part of Sierra Nevada, Spain. The article focuses on the comparison of results. The major result is that prediction scores are higher than the actual land cover is persistent. They also underline that the geomatic model is complementary to the statistical ones which perform higher overall prediction rates but produce weaker simulations when there are numerous land cover changes.									1	0	0	0	0	1			1863-5520(print)		978-3-540-68489-3(H)	BCI:BCI200900118540	
J	de Galdeano, C. Sanz								Fracture controls in Tablate (Lecrin, Granada, Betic Chain, Spain)								ESTUDIOS GEOLOGICOS-MADRID				64	2			123	133		10.3989/egeol.08642.045			2008	2008	The formation of the fractures of the Tablate area (situated in the transition between the Granada basin and the Alpujarran corridor) was controlled by the progressive and important uplift of Sierra Nevada, occurred from the late Miocene. Consequently, the direction of the extension is close to that occurred at the South of Sierra Nevada and the characteristics of the paleostress ellipsoid are congruent with this uplift. On the other hand, two local controls have been observed in the development of the minor fractures: there is a clear lithologic influence, particularly in the contact between levels of silts and other formed by coarser sediments. Moreover, local changes of the stress produced a different grade of the fracturation.									4	0	0	0	0	4			0367-0449			WOS:000261862700002	
J	"Pascual, Emilio; Donaire, Teodosio; Pin, Christian"				Donaire, Teodosio/P-7032-2014	Donaire, Teodosio/0000-0001-5582-2253			The significance of microgranular enclaves in assessing the magmatic evolution of a high-level composite batholith: A case on the Los Pedroches Batholith, Iberian Massif, Spain								GEOCHEMICAL JOURNAL				42	2			177	198					2008	2008	To evaluate the origin and significance of microgranular enclaves hosted by granites, we present new data on two granitoid series belonging to the Los Pedroches Batholith (LPB), SW Iberian Massif, Spain. The two series in the LPB show a distinct contrast in terms of field, petrographic, mineralogical and geochemical data. This contrast also extends to the enclaves, differing in abundance and other features in each of the series considered. Isotopic measurements, however, including Sr-87/Sr-86, Eld and delta O-18 data, show no significant, inter- or intra-series contrast throughout the LPB. These data lend additional support to an origin of all the granitoid rocks in the LPB from a single, isotopically homogeneous, lower crustal source. We also suggest that differences between microgranular enclaves in the two LPB granitoid series cannot be related to a different degree of participation of mafic rocks in the genesis of the respective groups: in both cases, microgranular enclaves are better interpreted as autoliths.									2	0	0	0	0	2			0016-7002	1880-5973		WOS:000261047500004	
S	"Bullejos, F. J.; Villar-Argaiz, M.; Medina-Sanchez, J. M.; Delgado-Molina, J. A.; Carrillo, P."				"Medina-Sanchez, Juan Manuel/A-4703-2013; Villar-Argaiz, Manuel/L-9085-2014; Carrillo, Presentacion /I-1601-2015"		"Jones, J; Faaborg, J"		Impact of UV radiation and nutrients on the elemental composition of zooplankton in a Mediterranean high mountain lake								INTERNATIONAL ASSOCIATION OF THEORETICAL AND APPLIED LIMNOLOGY, VOL 30, PT 4, PROCEEDINGS		INTERNATIONAL ASSOCIATION OF THEORETICAL AND APPLIED LIMNOLOGY - PROCEEDINGS		30				623	626					2008	2008						30th Congress of the International-Association-of-Theoretical-and-Applied-Limnology30th Congress of the International-Association-of-Theoretical-and-Applied-Limnology	AUG 12-18, 2007AUG 12-18, 2007	Int Assoc Theoret & Appl LimnolInt Assoc Theoret & Appl Limnol	Montreal, CANADAMontreal, CANADA	1	0	0	1	0	1			0368-0770		978-3-510-54075-4	WOS:000260475100031	
J	"Sanchez-Castillo, Pedro M.; Linares-Cuesta, J. Eduardo; Fernandez-Moreno, D."				Sanchez-Castillo, Pedro M. /N-1598-2014	Sanchez-Castillo, Pedro M. /0000-0001-7183-9717			Changes in epilithic diatom assemblages in a Mediterranean high mountain lake (Laguna de La Caldera, Sierra Nevada, Spain) after a period of drought								JOURNAL OF LIMNOLOGY				67	1			49	55					2008	2008	"The epilithic diatom assemblages studied in the high mountain take ""La Caldera"" (Granada, Spain)from 1996 to 1998 went through two clearly different stages. The initial one, in 1996, corresponded to the reflooding of the basin after a severe drought and was composed mainly of the colonising species Fragilaria rumpens, together with a lesser presence of Nitzschia sublincaris and Hantzschia amphioxys. The predominant presence of F. rumpens at the end of the summer of 2006 coincided with low species diversity (values of Shannon and Wiener Index: 0.3-0.6). During the following two years another assemblage established itself dominated by Achnanthidium minutissimum, which is considered to be more stable and widespread among the lakes of the Sierra Nevada. The most notable subdominant species (less than 20% of relative abundance) in this assemblage were: Encyonema minutum, Encyonopsis microcephala and Navicula cryptocephala. The diversity values during this second period were much higher than in the first: 1.0-2.2. Nutrient concentrations were measured separately in the linnetic (epilimnetic) and benthic (epilithic) environments. These abiotic parameters show that the dynamics of ammonia and silica were much the same in both, showing a gradual decrease from the beginning to the end of the study period. Epilimnetic phosphorus followed a similar pattern to ammonia and silica. In the epilithon, nitrates and phosphates increased during the first year, only to descend notably during the second. The effect of other environmental parameters such as temperature and the preceding drought on the dynamics of the diatom assemblage are discussed. Ratio DIN:SRP let its test the different degrees of phosphorus limitation in epilithon and epilimnion environments; our results suggest that phosphorus limitation of primary production in high mountain lakes is much more severe in the limnetic environment that it is in the epilithon."									3	1	0	3	0	4			1129-5767			WOS:000258476000006	
J	"Grayson, Donald K.; Millar, Constance I."								Prehistoiric human influence on the abundance and distiribution of deadwood in alpine landscapes								PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS				10	2			101	108		10.1016/j.ppees.2008.01.002			2008	2008	Scientists have long inferred the locations of past treelines from the distribution of deadwood above modern tree boundaries. Although it is recognized that deadwood above treeline may have decayed, the absence of such wood is routinely taken to imply the absence of trees for periods ranging from the past few millennia to the entire Holocene. Reconstructed treeline histories are then explained in terms of such variables as slope, drainage, temperature, solar insolation, and precipitation. While these variables certainly help determine where deadwood is to be found above treeline today, we suggest that they cannot always explain where it is not to be found. In the alpine environments of the western United States, archeological work has established a human presence during nearly the entire Holocene in portions of the Rocky Mountains and for over 5000 radiocarbon years in the Great Basin and Sierra Nevada. We suggest that prehistoric occupations may have stripped deadwood from the landscape in all of these areas. To the extent that this is true, reconstructions of past treelines from deadwood may reflect the human prehistory of an area as much as it reflects treeline history itself. We encourage evaluation of this hypothesis in areas of active dendrochronological and archeological research. (c) 2008 Rubel Foundation, ETH Zurich. Published by Elsevier GmbH. All rights reserved.									8	0	0	2	0	8			1433-8319			WOS:000256226300003	
J	"Kropf, Matthias; Comes, Hans P.; Kadereit, Joachim W."				Kropf, Matthias/G-2421-2012				Causes of the genetic architecture of south-west European high mountain disjuncts								PLANT ECOLOGY & DIVERSITY				1	2			217	228		10.1080/17550870802331938			2008	2008	Background: Postglacial climatic warming in south-western Europe and the retreat of cold-adapted species into higher elevations, starting in the Sierra Nevada and proceeding northwards to the Pyrenees and Alps, should have resulted in a pattern of 'successive vicariance'. Alternatively, long-distance dispersal might explain the extant distribution pattern of mountain species in this region.Aims: Here, we report an investigation of two alpine plants, Saxifraga oppositifolia and S. stellaris, which co-occur in the Sierra Nevada, the Pyrenees, and the south-western Alps/Massif Central. Our aim was to distinguish between (successive) vicariance and long-distance dispersal as alternative explanations for their present-day geographical distribution across these high mountain ranges. The patterns found in these two species were compared to those of four other mountain species previously studied by us.Methods: Samples of 378 individuals from 21 populations were surveyed for amplified fragment length polymorphism (AFLP) variation.Results: We found that vicariance best explains the phylogeographic pattern of S. oppositifolia, while in S. stellaris, Sierra Nevada samples fell within the group of non-monophyletic Pyrenean populations. Together with genetic diversity evidence, this latter pattern is hypothesised to reflect incomplete lineage sorting following range fragmentation rather than long-distance dispersal from the Pyrenees to the Sierra Nevada. Additionally, in S. stellaris, a distinct genetic cluster from the Massif Central was observed. Levels of among-region and among-population differentiation were higher in S. stellaris than in S. oppositifolia. This may be taken as evidence of a more strongly disrupted glacial distribution of the former species, and also accords with its preference for more specialised and patchily distributed habitats when compared to those of the 'pioneering' S. oppositifolia.Conclusions: In conjunction with our previous investigation, we conclude that vicariance is the predominant, but not sole process shaping the genetic architecture of south-west European high mountain disjuncts. Furthermore, 'successive vicariance' was only observed in three previously studied species but not in the two Saxifrages analysed here, possibly due to the persistence of past patterns of population substructuring.									26	0	0	26	0	26			1755-0874			WOS:000262132600009	
S	"Rolland, A.; Lopez de Coca, P.; Costa, V.; Rodriguez, E.; Olivares, I."						"Gizon, L; Roth, M"		Stromgren photometry of the delta Scuti star 67 UMa								PROCEEDINGS OF THE SECOND HELAS INTERNATIONAL CONFERENCE: HELIOSEISMOLOGY, ASTEROSEISMOLOGY AND MHD CONNECTIONS		Journal of Physics Conference Series		118						12070	10.1088/1742-6596/118/1/012070			2008	2008	We present preliminaxy results derived from the data obtained during five observing campaigns in 2001, 2003, 2004, 2006 and 2007, of the delta Sct-type variable star 67 UMa, at Sierra Nevada Observatory, Spain. The analysis of the data was performed by means of the Fourier Tansform method, and results axe shown. The intrinsic b-y, m(1), c(1) values axe derived and the physical parameters axe determined.					International Conference on Helioseismology, Asteroseismology and MHD Connections (HELAS II)International Conference on Helioseismology, Asteroseismology and MHD Connections (HELAS II)	AUG 20-24, 2007-2008AUG 20-24, 2007-2008		Gottingen, GERMANYGottingen, GERMANY	0	0	0	0	0	0			1742-6588		*****************	WOS:000268177900070	
J	Lucolli, Silvana								[Sierra Nevada and the monitoring of birds of prey through the 'Projeto Glochamore' (Global Change in Mountain Regions).]				Serra Nevada e o monitoramento de aves de rapina atraves do Projeto Glochamore (Global Change in Mountain Regions).				Atualidades Ornitologicas				141				4	6					Janeiro-Fevereiro 2008	2008										0	0		0	0	0			0104-2386			ZOOREC:ZOOR14406036181	
J	Defaut, Bernard								[Validity and fields of application of the diverse taxonomic vocabulary of the Acrididae family (Orthoptera).]				Validite et champs d'application de divers vocable taxonomiques de la famille Acrididae (Orthoptera).				Materiaux Orthopteriques et Entomocenotiques				12				5	14					2007(2008)	2008	"1. LEHMANN (2004) raised Tetrix bipunctata kraussi (Saulcy) to species distinct from T. bipunctata (L.); this option is consolidated a posteriori by the sympatry of both taxa, known in several localities. 2-la. The name Monopterus Fischer von Waldheim, 1846, whom the European species Gryllus frigidus Boheman, 1846, pertains, is a more recent homonym, and thus not valid, of Monopterus Lacepede, 1800 (Poisson SYNBRANCHIDAE); 2-lb. Recent genetic studies show that Gryllus frigidus Boheman must be put in the Nearctic genus Melanoplus Stal (with which Bohemanella be-comes synonymous, then); 2-2. Two specific epithets referring to the same species, Gryllus frigidus Boheman, and Monopterus gracilis Fischer von Waldheim, were created on the same year (1846); the first one is used more, and for this reason it must to be preserved, waiting for a decision from the Commission. 3. The name LOCUSTINAE Kirby, 1825, is prioritary over the younger synonymous name OEDIPODINAE Walker, 1870. 4. The name Psophus Fieber 1853 (not 1852!) is not identical to the name Psopha Fieber 1852; it is thus valid. 5. The family-group name PARAPLEURINI Brunner von Wattenwyl, 1893, is available because it is built on the genus name Parapleurus Fischer, 1853; MECOSTHETINI HEBARD, 1924, VICHET1NI HARZ, 1975, and CERACRINI YIN, 1984, are younger synonyms. 6. The genus-group name Euthystira, created by Fieber in 1853, is often used at the subgenus level; however, the conformation of its ovipositor can to apologise to keep it at the genus level. 7. Stenobothrus stigmaticus (Rambur, 1838) is missing today in the type locality (Nevada Sierra, Spain), and the type is lost; then, one can think that this name refers in fact to Omocestus panteli (Bolivar, 1887); it is thus necessary to ask for the Commission to maintain the current spelling. 8. The name Crotalacris Chopard, 1952, seems to be no more than a younger synonym, and thus invalidate, of the name Stenobothrodes Tarbinsky, 1848. 9. No old specific epithet being available to validly refer to Gryllus miniatus Charpentier (= Stenobothrus rubicundus auctores, not Goeze, 1778, nec Germar, 1817), it was necessary to forge an entirely new name: it was rubicundulus, created by KRUSEMAN & JEEKEL (1967b). 10. It is necessary to ask the Commission to solve contradiction between Article 16.2 of the I.C.Z.N. (which requires, for the creation of a name of family group, to fix the type genus, with name of author and date), and the Recommendation 16.B (which only ""advises"" it). 11. To know by which subspecies Aeropedellus variegatus (Fischer von Waldheim) is represented in the French Alps, it will be necessary initially to designate a neotype for the nominate subspecies, and to specify its morphological characteristics."									0	0		0	0	0			1764-6308			ZOOREC:ZOOR14409050791	
