Reference Type	Authors, Primary	Title Primary	Periodical Full	Periodical Abbrev	Pub Year	Pub Date Free From	Volume	Issue	Start Page	Other Pages	Keywords	Abstract	Notes	Personal Notes	Authors, Secondary	Title Secondary	Edition	Publisher	Place Of Publication	Authors, Tertiary	Authors, Quaternary	Authors, Quinary	Title, Tertiary	ISSN/ISBN	Availability	Author/Address	Accession Number	Language	Classification	Sub file/Database	Original Foreign Title	Links	URL	DOI	PMID	PMCID	Call Number	Database	Data Source	Identifying Phrase	Retrieved Date	Shortened Title	User 1	User 2	User 3	User 4	User 5	User 6	User 7	User 8	User 9	User 10	User 11	User 12	User 13	User 14	User 15
Journal Article	"Marki,Hans;Bibier,Olivier;Perez-Contreras,Juan"	The Citril Finch Serinus citrinella, a regular breeding bird in the Sierra Nevada (Andalusia, Spain).	Nos Oiseaux	 	2012	Mars 2012	59	1	39	45	"Zoology;Serinus citrinella [Spain / Andalusia, Sierra Nevada / Breeding record;distribution]."	Searching for Citril Finches in the Sierra Nevada, Sierra de Baza and Sierra de los Filabres, we covered walking a distance of about 250 km from 13 till 31 May 2009. Reproduction sites were found only in the Sierra Nevada region where we confirmed reproduction at Puerto de la Ragua, 2000 m asl, known since 2004. A new breeding place was found 11 km east of Puerto de la Ragua at 2150 m asl. Recently other Citril Finch sightings were reported by J. M. Rivas from the western part of Sierra Nevada. It is unknown if reproduction in the Sierra Nevada is a recent phenomenon. Scotch pines with annual seed production and access to water together with microclimatic conditions seem to be important factors for the occurrence of Citril Finches in southern Spain.	"PT: J; SU: No 507 BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14805035597"	 		 	 	 	 				 	0029-3725	 	"Marki, Hans; Tannlenenweg 20, CH-3152, Mamishaus, Switzerland, Switzerland.; hans.maerk@sis.edube.ch"	 	 	 	DT: Article	Le Venturon montagnard Serinus citrinella, nicheur regulier dans la Sierra Nevada (Andalousie, Espagne).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Martinez Rica,J. P.	Diversity of alpine vertebrates in the Pyrenees and Sierra Nevada, Spain.	Ecological Studies	 	2003	2003	167	 	367	375	"Environmental Sciences & Ecology;Zoology;Vertebrata [Species diversity / / Altitude & distribution relations] [Vertical distribution / Altitudinal distribution / ] [Mountain habitat / Alpine habitats / Distribution & species diversity;altitude relations] [Altitude / / Distribution & species diversity relations] [Spain / Pyrenees & Sierra Nevada / ]."	 	"PT: J BD: Ecology; Community structure; Distribution within habitat; Habitat;    Terrestrial habitat; Abiotic factors; Physical factors; Land zones;    Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13900063639"	 		 	 	 	 				 	0070-8356	 	"Martinez Rica, J.P.; Instituto Pirenaico de Ecologia, Avda. Montanana, 177, 50080, Zaragoza, Spain, Spain."	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Martinez,R.	Seasonal variation of phytoplankton biomass and photosynthesis in the high-mountain Lake La Caldera (Sierra, Nevada, Spain).	Developments in Hydrobiology	Dev.Hydrobiol.	1980	1980	3	 	111	119	"Environmental Sciences & Ecology;Zoology;Marine & Freshwater Biology;Phytomastigophorea [Biomass / / Variation] [Seasonal abundance / / Biomass variation] [Lake / / Seasonal biomass variation] [Spain / / Sierra Nevada;Lake La Caldera]."	 	"PT: J BD: Ecology; Population dynamics; Habitat; Freshwater habitat; Lentic water;    Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR11900006555"	 		 	 	 	 				 	0167-8418	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Martinez,T.	Regimen alimentario de la cabra montes (Capra pyrenaica) en la zona alpina de Sierra Nevada durante los meses de Julio y Agosto.	Ecologia (Madrid)	 	1990	1990	 	 	177	183	"Nutrition & Dietetics;Zoology;Environmental Sciences & Ecology;Capra pyrenaica [Food plants / / Composition] [Mountain habitat / / Food plants composition] [Spain / / Sierra Nevada]."	 	"PT: J; SU: No. 4 BD: Nutrition; Diet; Habitat; Terrestrial habitat; Land zones; Palaearctic    region; Eurasia; Europe; UT: ZOOREC:ZOOR12800013213"	 		 	 	 	 				 	0214-0896	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Martin-Vivaldi,M.;Marin,J. M.;Villar,M."	Seleccion de habitat, tamano de bando y movimientos locales del acentor alpino (Prunella collaris) en Sierra Nevada (SE de Espana).	Ardeola	 	1995	Junio 1995	42	1	11	20	"Environmental Sciences & Ecology;Zoology;Meteorology & Atmospheric Sciences;Prunella collaris [Population size / / Flock size;influencing factors] [Vertical distribution / / Altitudinal movements] [Habitat preference / / ] [Habitat / / Selection & altitudinal movements] [Climate and weather / / Snow cover;influence on flock size] [Spain / / Sierra Nevada;Habitat selection;flock size & altitudinal movements]."	 	"PT: J BD: Ecology; Population dynamics; Distribution within habitat; Habitat    utilization; Habitat; Abiotic factors; Physical factors; Land zones;    Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13200034131"	 		 	 	 	 				 	0570-7358	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Monasterio Leon,Yeray;Escobes Jimenez,Ruth"	New records of Artimelia latreillei (Lepidoptera: Arctiidae, Arctiinae) from Andalusia (Spain).	Boletin de la SEA	 	2009	30 noviembre 2009	45	 	533	534	"Biodiversity & Conservation;Environmental Sciences & Ecology;Zoology;Artimelia latreillei [Endangered status / Conservation status / New record] [Spain / Andalucia / distribution]. Artimelia latreillei form. aurantiaca [Spain / Andalucia / New record]."	Two new localities are reported for the Iberian endemic A. latreillei (Godart, 1823) from Andalusia, an area from where there had been no new data since 1988, with the first data from Granada province and the fourth from Cadiz province. It is also the first time that the yellow phenotype, or aurantiaca (Spuler, 1906) form, is reported from Andalucia, based on a specimen whose wing pattern could be distinctive of the Sierra Nevada population. Furthermore, all data for this species from the study area are organized and graphically represented, with an analysis of its conservation status. Photographs of the specimens on which this study is based are also included.	"PT: J BD: Conservation; Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14605036864"	 		 	 	 	 				 	1134-6094	 	"Monasterio Leon, Yeray; C/ Madre de Dios, no 14 - 7o D, 26004 - Logrono (La Rioja), Spain."	 	 	 	DT: Article	Nuevos registros de Artimelia latreillei (Lepidoptera: Arctiidae, Arctiinae) de Andalucia (Espana).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Morales Baquero,R.	Distribucion de los rotiferos de la zona litoral de las lagunas de alta montana de Sierra Nevada, Espana.	Limnetica	 	1987	1987	3	 	73	80	"Environmental Sciences & Ecology;Zoology;Marine & Freshwater Biology;Meteorology & Atmospheric Sciences;Rotifera [Distribution within habitat / / Littoral zones;high mountain lakes & ponds;abiotic factors] [Lake / / High mountain;influences & comparisons] [Pond / / ] [Chemical factors / / Distribution relations] [Temperature / / ] [Spain / / Granada;Sierra Nevada;Distribution;littoral zones of high mountain lakes & ponds;influences]."	 	"PT: J BD: Ecology; Habitat; Freshwater habitat; Lentic water; Abiotic factors;    Physical factors; Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR12900016735"	 		 	 	 	 				 	0213-8409	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Morales-Baquero,R.;Carrillo,P.;Cruz-Pizarro,L.;Sanchez-Castillo,P."	Southernmost high mountain lakes in Europe (Sierra Nevada) as reference sites for pollution and climate change monitoring.	Limnetica	 	1992	1992	8	 	39	47	"Environmental Sciences & Ecology;Zoology;Marine & Freshwater Biology;Meteorology & Atmospheric Sciences;Cladocera;Copepoda;Protozoa;Rotifera [Community structure / / Lakes;plankton;use in pollution & climate change monitoring] [Environmental indicators / / Pollution & climate change monitoring;plankton ecology] [Lake / / Ecology of plankton] [Acid pollution / / plankton ecology use in monitoring] [External pH / / ] [Climate and weather / / Climate change monitoring;use of plankton ecology] [Spain / / Sierra Nevada]."	 	"PT: J BD: Ecology; Habitat; Freshwater habitat; Lentic water; Pollution; Chemical    pollution; Abiotic factors; Chemical factors; Physical factors; Land    zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR12900028303"	 		 	 	 	 				 	0213-8409	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Moreno-Rueda,G.	Nest-box selection by insectivorous birds in Sierra Nevada.	Zoologica Baetica	Zool.Baetica	2003	2002-2003	13-14	 	131	138	"Biodiversity & Conservation;Environmental Sciences & Ecology;Zoology;Reproductive Biology;Certhia brachydactyla;Parus ater;Parus caeruleus;Parus cristatus;Parus major [Conservation measures / Nest box provision / Nest box selection implications] [Nest and roost boxes / / Nest box selection by insectivorous species] [Breeding site / Nest box selection / Insectivorous species] [Spain / Sierra Nevada, Cortijuela Botanic Garden / ]."	"Nest-boxes of two models (""C"" or ""Tit"" model and ""cork"" model) were placed in the Botanical Garden of La Cortijuela (Parque Nacional de Sierra Nevada). Nest-box selection by insectivorous birds was studied during the 2001 reproductive season. Five species of insectivorous birds used the nest-boxes to breed: blue tit (Parus caeruleus), great tit (P. major), coal tit (P. ater), crested tit (P. cristatus) and short-toed treecreeper (Certhia brachydactyla). The most abundant species, P. caeruleus, used only ""C"" model next-boxes. Almost all the other species used only one model of next-boxes (""C""model in the case of P. major, ""cork"" model in C. brachydactyla and P. cristatus). Differences in the type of tree (Pinus spp. or Quercus spp.) preferred by birds were not detected. Differences in the preferences of birds according to the orientation of the nest-boxes were not found. Birds showed a tendency to prefer those nest-boxes placed in more open and sunned sites than those placed in more closed and darkened sites. These results suggest that the use of different types of next-boxes would increase the number of protected species using them."	"PT: J BD: Conservation; Techniques; Reproductive techniques; Reproduction;    Reproductive behaviour; Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14212075470"	 		 	 	 	 				 	1130-4251	 	"Moreno-Rueda, G.; Departamento de Biologia Animal y Ecologia, Facultad de Ciencias, Universidad de Granada, E-18071, Granada, Spain, Spain.; gmr@ugr.es"	 	 	 	DT: Article	Seleccion de cajas-nido por aves insectivoras en Sierra Nevada.	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Mueller,B.	Idaea gelbrechti Hausmann, 2003 new for Spain and Europe (Lepidoptera: Geometridae).	SHILAP Revista de Lepidopterologia	 	2010	Jun-10	38	150	159	163	"Zoology;Geometridae [Checklists / / ] [Spain / Andalusia / ]. Idaea gelbrechti [Europe / / New record] [Spain / / ]."	"The geometrid moth Idaea gelbrechti Hausmann, 2003 was found in Andalusia in the Sierra Nevada as new for Spain and Europe. This species is compared with the sister species Idaea aversata; differences in morphology and wing pattern are discussed. A checklist of accompanying species is given at the end of this paper."	"PT: J BD: Documentation; Publications; Land zones; Palaearctic region; Eurasia;    Europe; UT: ZOOREC:ZOOR14610073071"	 		 	 	 	 				 	0300-5267	 	"Mueller, B.; Weissdornallee 13, Berlin, Germany.; geobernd@gmx.de"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Munguira,M. L.;Martin,J."	The Sierra Nevada blue, Polyommatus golgus (Hubner).	Occasional Papers of the IUCN Species Survival Commission	 	1993	1993	8	 	92	94	"Environmental Sciences & Ecology;Zoology;Biodiversity & Conservation;Polyommatus golgus [Leisure and sport / / Proposed tourism development;potential ecological effects] [Conservation measures / / Recommendations] [Endangered status / / Review] [Ecology / / ] [Spain / / Granada;Sierra Nevada;Biology;conservation;distribution & systematics]."	 	"PT: J BD: Systematics; Animals and man; Disturbance by man; Conservation; Ecology;    Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13100018291"	 		 	 	 	 				 	1026-4965	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Ocana,A.;Hernandez,J. A.;Monterrubio,E."	Description of Achromadora gracilis n. sp. and observations on A. micoletzkyi (Stefanski, 1915) Van der Linde, 1938 and Ethmolaimus multipapillatus Paramonov, 1926 (Nematoda: Chromadorida) from Spanish lakes.	Zoologica Baetica	Zool.Baetica	1999	1999	10	 	3	14	"Zoology;Achromadora gracilis [Spain / / Sierra Nevada;Rio Seco Alberge Lake;New species]. Achromadora micoletzkyi [Spain / / Sierra Nevada;First record for Spain]. Ethmolaimus multipapillatus [Spain / / Malaga;First record for Spain]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Diagnosis; Description; Land zones;    Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13600077024"	 		 	 	 	 				 	1130-4251	 	"Ocana, A.; Departamento de Biologia Animal y Ecologia, Facultad de Ciencias, Universidad de Granada, 18071, Granada, Spain."	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Ortiz-Sanchez,F. J.	A relict population of Anthophora (Clisodon) furcata (Panzer, 1798) in Sierra Nevada, first record from the southern half of the Iberian Peninsula (Hymenoptera, Anthophoridae).	Acta Granatense	 	2007	2007	6	 	32	34	"Zoology;Anthophora (Clisodon) furcata [Europe / Iberian Peninsula, south / Relict population discovery] [Spain / Sierra Nevada / ]."	 	"PT: J BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14604027732"	 		 	 	 	 				 	1695-6370	 	"Ortiz-Sanchez, F.J.; Grupo de Investigacion ""Transferencia de I+D en el Area de Recursos Naturales"", Universidad de Almeria, E-04120 La Canada de San Urbano (Almeria), Spain.; fjortiz@ual.es"	 	 	 	DT: Article	Una poblacion relicta de Anthophora (Clisodon) furcata (Panzer) en Sierra Nevada, primera cita para la mitad sur de la Peninsula Iberica (Hymenoptera, Anthophoridae).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Book, Whole	"Padial,Jose M.;Romero-Pujante,Marilo;Hernandez,Francisco J.;Donazar,Jose A.;Godino,Alfonso;Carrasco,Antonio;Couto,Sergio;Gutierrez,Jose E.;Ruiz,Antonio;Garcia-Baquero,Maria J.;Simon,Miguel A."	Habitat assessment for the reintroduction of the bearded vulture Gypaetus barbatus in Andalusia (south Spain).	 	 	2006	2006	 	 	74	 	"Biodiversity & Conservation;Environmental Sciences & Ecology;Zoology;Mathematics;Reproductive Biology;Gypaetus barbatus [Release and relocation programmes / Reintroduction / Suitable cliff habitat availability assessment;potential breeding site modelling] [Ecological mapping / Potential breeding site mapping / Suitable cliff habitat availability assessment for reintroduction] [Mathematical techniques / Generalized linear model / ] [Breeding site / Nesting sites / Suitable cliff habitat availability for reintroduction;model-based analysis] [Cliff habitat / / Suitable habitat availability for reintroduction] [Spain / Andalusia / ]."	In order to assess the availability of areas for reintroducing the Bearded Vulture in Andalusia, Southern Spain, potential breeding sites were modelled. The GLM model selected four variables: altitude, topographic irregularity, distance to village and distance to the nearest neighbouring breeding pair. A GIS was used to obtain digital models for each variable. We validated the GLM model testing it with new nest sites in a different geographical context, without including distance to neighbouring pairs. According to the model, in Andalusia the areas with probability > 0.8 coincided with the main mountain ranges. Of these, we selected only protected areas within the historical range of the species. Thus, eight protected areas were considered and surveyed to evaluate their feasibility for reintroduction. We gathered information at two geographical scales:1-km and 15-km radius around high-probability cliffs. We summarised environmental information on habitat quality and threat level in a matrix that made it possible to compare the viability of reintroduction in each of these eight areas. Poisoning cases and the density of power lines were the most restrictive variables. Sierra Nevada National Park, which was expected to be one of the best areas, showed a high level of threat because of power lines, cable cars and outdoor activities. These threats, however, could be easily mitigated by implementing reintroduction actions. Two protected areas, the Cazorla, Segura y Las Villas Natural Park and the Alhama, Tejeda yAlmijara Natural Park, were the most suitable areas for a reintroduction.	"PT: B BD: Conservation; Conservation measures; Techniques; Ecological techniques;    Reproduction; Reproductive behaviour; Habitat; Terrestrial habitat; Land    zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14305034018"	 		 	 	 	 				 	960-367-023-5	 	"Simon, Miguel A.; Fundacion Gypaetus, C/ Cataluna 8, 1A 23009, Jaen, Spain, Spain.; msimon@gypaetus.org"	 	 	 	"DT: Book chapter; Meeting paper"	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Palomares,F.	Notas sobre la intraduccion y expansion de la ardilla comun en Sierra Nevada, sureste de Espana.	Donana Acta Vertebrata	 	1988	1988	15	2	254	259	"Environmental Sciences & Ecology;Zoology;Forestry;Sciurus vulgaris [Distribution within habitat / / After introduction] [Forest / / Distribution after introduction] [Spain / / Sierra Nevada]."	 	"PT: J BD: Ecology; Habitat; Terrestrial habitat; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR12600005341"	 		 	 	 	 				 	0210-5985	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Palomares,Francisco;Clemencia Amaya,Gloria"	First record of Cervus elaphus at eastern Sierra Nevada.	Galemys	 	2014	2014	26	 	119	120	"Zoology;Cervus elaphus [Spain / Sierra Nevada, east / New record]."	 	"PT: J BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR15107045997"	 		 	 	 	 				 	1137-8700	 	"Palomares, Francisco; CSIC, Estn Biol Donana, Avda Amer Vespucio S-N, Seville, 41092, Spain, Spain.; ffpaloma@ebd.csic.es"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Pardo Alcaide,A.	Estudios sobre Meloidae (Coleoptera). 24. Una neuva especie de Mylabris Fabricius (Mylabris platai n. sp.) de Sierra Nevada.	Cuadernos Cienc biol	 	1975	1975	4	1	45	48	"Zoology;Mylabris (Micrabris) platai [Spain / / Sierra Nevada;New species]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR11300015137"	 		 	 	 	 				 	 	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Pascual,F.	Estudio preliminar de los ortopteros de Sierra Nevada. 1. Introduccion general e inventario de especies.	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	1978	1977[1978]	1	 	163	175	"Zoology;Orthoptera [Spain / / Sierra Nevada;Faunal lists]."	 	"PT: J BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR11500015289"	 		 	 	 	 				 	0210-8984	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Pascual,F.	Descripcion de una neuva especie de Omocestus Bolivar, 1878, de Sierra Nevada, Espana (Orth., Acrididae, Gomphocerinae).	Eos-Revista Espanola de Entomologia	 	1978	1976[1978]	52	 	159	165	"Zoology;Omocestus llorenteae [Spain / / Sierra Nevada;New species]."	"A new species O. llorenteae from Sierra Nevada, Spain, is described. Features include: small size; lateral carinae of pronotum strongly incurvated in the middle of prozona; typical sulcus; elytra extending to the 9th tergum in the .male. and the 6th in the .female., lengthened, with the apex rounded; 3rd radial vein, in the .female., confounded with the 2nd and alae as long as the elytra."	"PT: J BD: Systematics; Nomenclature; New taxa; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR11500022063"	 		 	 	 	 				 	0013-9440	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Pascual,F.	Descripcion de una nueva especie de Chorthippus Fieber, 1852, de Sierra Nevada, Espana (Orth., Acrididae).	Eos-Revista Espanola de Entomologia	 	1978	1976[1978]	52	 	167	173	"Zoology;Chorthippus nevadensis [Spain / / Sierra Nevada;New species]."	"A new species C. nevadensis from Spain (Granada, Sierra Nevada) is described. Its distinctive features are small size, reduced wings, lateral carinae of pronotum slightly incurved in the middle of prozona and crossed by 2 small sulci; elytra with its apex rounded and hind margin curved; mediastinae area broad; discoidal area larger than scapular area and the tympanal apertures are open and oval."	"PT: J BD: Systematics; Nomenclature; New taxa; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR11500022064"	 		 	 	 	 				 	0013-9440	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Pascual,F.	Estudio preliminar de los ortopteros de Sierra Nevada. 2: Claves para la determinacion de especies.	Trabajos y Monografias del Departamento de Zoologia Universidad Granada Nueva Serie	 	1978	1978	1	1	1	63	"Zoology;Orthoptera [Spain / / Sierra Nevada;Keys to species & higher taxa]."	 	"PT: J BD: Systematics; Taxonomy; Key; Land zones; Palaearctic region; Eurasia;    Europe; UT: ZOOREC:ZOOR11500028948"	 		 	 	 	 				 	0210-6469	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Pascual,F.	Estudio preliminar de los ortopteros de Sierra Nevada, 3: Distribucion ecologica.	Trabajos y Monografias del Departamento de Zoologia Universidad Granada Nueva Serie	 	1978	1978	1	2	65	121	"Environmental Sciences & Ecology;Zoology;Orthoptera [Community structure / / Mountain vegetation relationships] [Distribution within habitat / / Mountain vegetation] [Mountain habitat / / Vegetation type & distribution;relationships] [Spain / / Sierra Nevada;Distribution]."	 	"PT: J BD: Ecology; Habitat; Terrestrial habitat; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR11500029014"	 		 	 	 	 				 	0210-6469	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Passerin d'Entreves,P.	Two new species of Scythris (Lepidoptera: Scythrididae) from Spain.	Entomologist's Gazette	Entomol.Gaz.	1990	1990	41	3	105	108	"Zoology;Scythris nevadensis;Scythris veletae [Spain / / Granada;Sierra Nevada;New species]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR12800021941"	 		 	 	 	 				 	0013-8894	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Pena Santiago,Reyes;Abolafia,Joaquin"	Nematodes of the order Dorylaimida from Andalucia Oriental, Spain. The genus Mesodorylaimus Andrassy, 1959. V. Two new species close to M. bastiani with a compendium of its relatives.	Nematology	Nematology	2000	2000	2	6	655	668	"Zoology;Mesodorylaimus baeticus;Mesodorylaimus nevadensis [Spain / / New species]."	Two new species belonging to the genus Mesodorylaimus Andrassy, 1959 are described and illustrated from natural areas in south-eastern Spain. M. nevadensis sp.n. is characterised by a medium sized body (L = 1.40-1.67 mm in females and 1.27-1.63 mm in males), angular lip region offset by a more or less marked depression, odontostyle 12.5-14.0 [mu]m long or 1.1-1.3 times as long as the lip region width, pharyngeal bulb 106-155 [mu]m long, V = 48-55, pars refringens vaginae with two divergent, triangular to drop-shaped sclerotisations well separated by a more or less distinct sclerotised area, female tail relatively long and straight (93-134 [mu]m, c = 10.4-15.1, c' = 4.0-5.6), spicules 41-47 [mu]m long, and eight to ten ventromedian supplements. M. baeticus sp.n. is distinguished by its medium sized body (L = 1.38-1.80 mm), lip region continuous or offset by a weak depression, odontostyle 13-15 [mu]m or 1.1-1.3 times the lip region diam., pharyngeal bulb 126-158 [mu]m long, V = 49-56, pars refringens vaginae with two adjacent, trapezoid to drop-shaped sclerotisations, female tail (83-126 [mu]m, c = 12-19, c' = 3.7-5.6) tapering abruptly at first, then thickening very slightly and finally tapering gradually to a cylindrical terminal portion, and males unknown. These two species being quite close to M. bastiani (Butschli, 1873) Andrassy, 1959, a compendium is presented of the relatives of M. bastiani together with a comparative discussion. M. similibastiani Zell, 1986 is regarded as junior synonym of M. bastiani.	"PT: J BD: Systematics; Nomenclature; New taxa; Synonymy; Land zones; Palaearctic    region; Eurasia; Europe; UT: ZOOREC:ZOOR13700026900"	 		 	 	 	 				 	1388-5545	 	"Pena Santiago, Reyes; Departamento de Biologia Animal, Vegetal y Ecologia, Universidad de Jaen, Paraje ""Las Lagunillas"" s/n, Edificio B3, 23071, Jaen, Spain, Spain."	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Perez Lopez,F. J.	Panchrysia deaurata (Esper, 1787) en la provincia de Granada (Lepidoptera: Noctuidae).	SHILAP Revista de Lepidopterologia	 	1989	1989	17	 	167	169	"Zoology;Panchrysia deaurata [Spain / / Granada;Sierra Nevada;First record for Granada]."	 	"PT: J; SU: No. 65 BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR12500050353"	 		 	 	 	 				 	0300-5267	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Perez Lopez,Francisco Javier;Yela,Jose Luis"	El genero Chersotis Boisduval, 1840 (Lepidoptera, Noctuidae) en Sierra Nevada (Granada, sur de Espana): datos faunisticos, taxonomicos, biogeograficos y de distribucion altitudinal.	Nouvelle Revue d'Entomologie	Nouv.Rev.Entomol.	1994	janvier-mars 1994	11	1	31	42	"Environmental Sciences & Ecology;Zoology;Chersotis [Vertical distribution / / Mountains] [Mountain habitat / / ] [Zoogeography / / ] [Spain / / Sierra Nevada;Faunal list;1 first record;distribution & zoogeography]."	"Species of the genus Chersotis BOISDUVAL, 1840 (Lepidoptera, Noctuidae, Noctuinae) inhabiting the Sierra Nevada (Granada, South Spain) are noted. The presence of Chersotis oreina DUFAY, 1984 is confirmed; it replaces in this area the northern Chersotis alpestris (BOISDUVAL, 1837), whose Iberian distribution is restricted to the Pyrenean chain. Chersotis alpestris should be therefore eliminated from the catalogue of Sierra Nevada fauna. Chersotis margaritacea (DE VILLERS, 1789) is recorded for the first time from the Sierra Nevada area. Data on faunistics, taxonomy and biogeography of these species and five other inhabiting the Sierra Nevada mountains are given. At last, their altitudinal distribution is briefly studied."	"PT: J BD: Ecology; Distribution within habitat; Habitat; Terrestrial habitat;    Zoogeography; Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13100031903"	 		 	 	 	 				 	0374-9797	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
