Reference Type	Authors, Primary	Title Primary	Periodical Full	Periodical Abbrev	Pub Year	Pub Date Free From	Volume	Issue	Start Page	Other Pages	Keywords	Abstract	Notes	Personal Notes	Authors, Secondary	Title Secondary	Edition	Publisher	Place Of Publication	Authors, Tertiary	Authors, Quaternary	Authors, Quinary	Title, Tertiary	ISSN/ISBN	Availability	Author/Address	Accession Number	Language	Classification	Sub file/Database	Original Foreign Title	Links	URL	DOI	PMID	PMCID	Call Number	Database	Data Source	Identifying Phrase	Retrieved Date	Shortened Title	User 1	User 2	User 3	User 4	User 5	User 6	User 7	User 8	User 9	User 10	User 11	User 12	User 13	User 14	User 15
Journal Article	Pardo Alcaide,A.	Studies on Meloidae Coleoptera Part 24 a New Species of Mylabris Mylabris-Platai New-Species from the Sierra-Nevada Spain	Cuadernos de Ciencias Biologicas Universidad de Granada	 	1975	 	4	 	45	50	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology ER"	The new species Mylabris (Micrabris) platai, which was collected on composite and graminaceous plants, Scabiosa sp. and Ononis sp., is described. It was found in some locations with M. nevadensis Escalera. The new species is similar to M. varians Gyllenhal and M. dejeani Gyllenhal.	PT: J	 		 	 	 	 				 	 	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Parraga Martinez,J.	The Soil of Repopulated Forests of Pinus-Sylvestris and Pinus-Uncinata of the Deep Valley of the Chico River Southern Versant of the Sierra Nevada Spain	Anales de Edafologia y Agrobiologia	 	1985	 	44	11-Dec	1663	1680	"Forestry;Agriculture"	It has been studied four soil profile developed under pine reforestation from the Southern versant of Sierra Nevada (Granada, Spain). The range of altitude is 2150-2500 m. The range of slope is 25-50% and the parent material is derived from acid metamorphic rocks (micaschits and quarzites). The soil have been classified as dystric Xerochrept, typic Xerumbrepts and typic Xerorthent. In most cases the soil has a profile with O, Ah and Bw horizons. The development degree of the last horizon is function of the landscape position. Textures are sandy loam skeletal. They have an acid reaction, a little base saturation and a little sesquioxides mobilization process. The humic profile is conditioned by a relatively high content organic matter, and humus type near moder. The main pedogenetic processes are in order of importance, melanization, alteration-brunification and chemistry podzolization (the last is a little evident).	PT: J	 		 	 	 	 				 	0365-1797 ER	 	"PARRAGA MARTINEZ J; DEP EDAFOLOGIA, FAC FARMACIA, UNIV GRANADA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Parraga Martinez,J.	The Influence of the Topography and Vegetation on Forest Soils of the Camarate Sierra-Nevada Spain	Anales de Edafologia y Agrobiologia	 	1983	 	42	11-Dec	1885	1904	"Agriculture;Environmental Sciences & Ecology;Forestry;Nutrition & Dietetics"	"The influence was studied of the vegetation and topography on the soils of a forested area in Sierra Nevada Granada Spain, as the Camarate paddock. Vegetation consisted of oak, grove, pastures, shrubbery, etc. The altitude and the gradient influence the following characters of the surface horizons of the soil: percent organic C, total N2, base saturation and content in free Fe and clay minerals. The vegetation essentially controls the humus type; the following sequence was observed with respect to residues: Acer > oak > pasture > oak grove > shrubbery."	PT: J	 		 	 	 	 				 	0365-1797 ER	 	"PARRAGA MARTINEZ J; DEP DE EDAFOL, FACULTAD DE FARMACIA"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Parraga Martinez,J.;Serrano Molina,E."	The Xerumbrepts of Mountain Shrubbery from South Versant of Sierra Nevada Granada Spain	Anales de Edafologia y Agrobiologia	 	1985	 	54	07-Aug	1029	1044	"Biochemistry & Molecular Biology;Agriculture"	Have been studied the Xerumbrepts formed under Genista and Juniperus shrubbery in the South slope of Sierra Nevada (Granada, Spain). The soils have profils O, Ah, Bw y C, with the subsurface altered horizon weakly developeepd. They are sandy-skeletal texture, acid reaction, base desaturation, relatively high organic matter content and sesquioxides mobilization processes. These characteristics are owing to the import altitude, the parent rock acid and the abrupt landscape. The soils studied are humic Cambisols in the F. A. O. classification, acid brown soils in the French classification and finally, oligotrophic Braunerdes in the Kubiena system.	PT: J	 		 	 	 	 				 	0365-1797 ER	 	"DELGADO CALVO-FLORES G; DEP EDAFOL, FAC FARMACIA, UNIV GRANADA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Parraga,J.;Aguilar,J."	Edaphological Study of the Dehesa of Camarate Sierra-Nevada Granada Spain 1. Macro and Micro Morphological Characteristics	Anales de Edafologia y Agrobiologia	 	1981	 	40	05-Jun	775	796	"Meteorology & Atmospheric Sciences;Agriculture"	Profiles (14) located at the Dehesa of Camarate within Sierra Nevada (Spain) were studied. All the soils are developed on metamorphic rocks with a udic regime of precipitation and frigid temperatures. The vegetation is very varied oaks, brush and pasture. The soils have been classified by FAO System in a soils sequence Entic Haplumbrept .fwdarw. Typic Haplumbret .fwdarw. Haploboroll .fwdarw. Argiboroll .fwdarw. Rhodudult. The genesis of these soils was studied and the main processes which have taken part in the formation of these soils. They are as follows: humification, brownish, argillization, pseudogleyization, illimerization and podzolization.	PT: J	 		 	 	 	 				 	0365-1797 ER	 	"PARRAGA J; DEP EDAFOL, FAC FARM UNIV GRANADA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Pascual Torres,F.	The Coprophagous Scarabaeoidea Coleoptera of the High Mountain Wet Grassland in Sierra Nevada Granada Spain	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	1989	 	13	 	57	66	"Environmental Sciences & Ecology;Physiology"	"The coprophagous scarab fauna of one of the most characteristic biotopes of the high Sierra Nevada (Granada, Spain) has been studied, namely ""borreguiles"" located at the head of river San Juan, at 2500 m. These ""borreguiles"" located at the head of river San Juan, at 2500 m. These ""borreguiles"" are used for cattle grazing during summer. A total of 93 samples collected during 1980, 1981 and 1982 have been analyzed for existant species, relationship between them, mean number of species and individuals per sample, and species diversity. Twelve species were collected, six Scarabaeidae, five Aphodiidae and one Geotrupidae. These results indicate that the borreguiles have a poor fauna as judging from the low mean values of species and individuals. [The following species are discussed: Sisyphus schaefferi, Gymnopleurus flagellatus, Euonthophagus gibbosus, Onthophagus similis, O. fracticornis, O. vacca, Aphodius haemorrhoidalis, A. fimetarius, A. lividus, A. granarius, Geotrupes ibericus.]."	PT: J	 		 	 	 	 				 	0210-8984 ER	 	"AVILA SANCHEZ-JOFRE J M; DEP BIOL ANIM ECOL Y GENETICA, FAC CIENCIAS, UNIV GRANADA, 18071 GRANADA, ESPANA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Pascual Torres,F.	Contribution to the Study of Coprophagic Scarabids from the Sierra Nevada Granada Spain Vi. Autecology of the Species of the Family Aphodiidae Coleoptera Scarabaeoidea	Boletim da Sociedade Portuguesa de Entomologia	Bol.Soc.Port.Entomol.	1987	 	 	90	1	20	"Life Sciences & Biomedicine - Other Topics;Gastroenterology & Hepatology;Environmental Sciences & Ecology;Physiology"	The autecology of the species of the family Aphodiidae was studied. The specimens of coprophagic scarabids were collected from semi-fresh equine and bovine feces in the Sierra Nevada, between March 1981 and Feb. 1983. Of the 31 species captured, the 9 most abundant [Aphodius castaneus, A. fimetarius, A. foetidus, A. granarius, A. erraticus, A. scrutator, A. sphacelatus, A. affinis, and A. contaminatus] were discussed, including ecological and phenological considerations.	PT: J	 		 	 	 	 				 	0870-7227 ER	 	"SANCHEZ-JOFRE J M A; DEPARTAMENTO DE BIOLOGIA ANIMAL, ECOLOGIA Y GENETICA FACULTAD DE CIENCIAS UNIVERSIDAD DE GRANADA 18071 GRANADA"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Pascual,F.	Description of a Male Eumigus-Rubioi Orthoptera Pamphagidae	EOS-Revista Espanola de Entomologia	 	1981	 	57	01-Apr	195	200	"Anatomy & Morphology;Life Sciences & Biomedicine - Other Topics"	The first description of the .male. of the species E. rubioi Harz. is given, and several considerations about its chorology, ecological and altitudinal distribution are made.	PT: J	 		 	 	 	 				 	0013-9440 ER	 	"PASCUAL F; DEPARTAMENTO DE ZOOLOGIA, FACULTAD DE CIENCIAS, UNIVERSIDAD DE GRANADA, GRANADA"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Pascual,F.	Preliminary Study of Orthoptera of the Sierra-Nevada Spain 4. Altitude Distribution	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	1978	 	2	 	49	64	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"	The altitudinal distribution of Orthoptera from Sierra Nevada (Spain) was studied. The composition of this fauna, characteristics of the distribution and their relationships with the distribution of the vegetation are discussed. There is a great Mediterranean influence. The altitude influences the species number, composition and replacement. The true high altitude fauna occurs at > 2000 m. The altitudinal distribution of Orthoptera from Sierra Nevada is closely related with the distribution of the vegetation.	PT: J	 		 	 	 	 				 	0210-8984 ER	 	"PASCUAL F; CATEDRA DE ZOOL, FACULTAD DE CIENCIAS, UNIV DE GRANADA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Pascual,F.	Description of a New Species Ctenodecticus-Granatensis New-Species from the Sierra-Nevada Spain Orthoptera Tettigoniidae Decticinae	Bulletin Zoologisch Museum Universiteit van Amsterdam	 	1978	 	6	14	105	108	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Anatomy & Morphology"	A new species, C. granatensis, from the Sierra Nevada, Spain, is described. It is compared with C. masferreri Bolivar, and a key to the Iberian species of the genus is given.	PT: J	 		 	 	 	 				 	0165-9464 ER	 	"PASCUAL F; DEP ZOOL, FAC CIENC, GRANADA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Pascual,F.	Description of a New Species Omocestus-Ilorenteae New-Species from the Sierra-Nevada Spain Orthoptera Acrididae Gomphocerinae	EOS-Revista Espanola de Entomologia	 	1978	 	52	01-Apr	159	166	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Anatomy & Morphology"	"A new species O. llorenteae from Sierra Nevada, Spain, is described. Features include: small size; lateral carinae of pronotum strongly incurvated in the middle of prozona; typical sulcus; elytra extending to the 9th tergum in the .male. and the 6th in the .female., lengthened, with the apex rounded; 3rd radial vein, in the .female., confounded with the 2nd and alae as long as the elytra."	PT: J	 		 	 	 	 				 	0013-9440 ER	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Pascual,F.	Chorthippus-Nevadensis New-Species from the Sierra-Nevada Spain Orthoptera Acrididae	EOS-Revista Espanola de Entomologia	 	1978	 	52	01-Apr	167	174	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Anatomy & Morphology"	"A new species C. nevadensis from Spain (Granada, Sierra Nevada) is described. Its distinctive features are small size, reduced wings, lateral carinae of pronotum slightly incurved in the middle of prozona and crossed by 2 small sulci; elytra with its apex rounded and hind margin curved; mediastinae area broad; discoidal area larger than scapular area and the tympanal apertures are open and oval."	PT: J	 		 	 	 	 				 	0013-9440 ER	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Pascual,F.	Ctenodecticus-Major New-Species from Sierra-Nevada Spain Orthoptera Tettigoniidae	Cuadernos de Ciencias Biologicas Universidad de Granada	 	1976	 	5	 	83	86	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology ER"	C. major sp. nov. from Sierra Nevada, Spain is described. Distinctive features are the slightly greater body size and the female subgenital plate with a posterior edge more or less straight and longer than the fore edge.	PT: J	 		 	 	 	 				 	 	 	"PASCUAL F; DEP ZOOL, FAC CIENC, UNIV GRANADA, GRANADA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Perez Lopez,F. Javier	Contribution to the knowledge of the noctuids of Sierra Nevada (Granada) (Lepidoptera: Noctuidae)	Boletim da Sociedade Portuguesa de Entomologia	Bol.Soc.Port.Entomol.	1992	 	0	139	187	 	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"	 	PT: J	 		 	 	 	 				 	0870-7227 ER	 	Dep. Biol. Animal Ecol., Fac. Ciencias, Univ. Granada, 18071 Granada, Spain	 	 	 	"DT: Meeting; LT: Catalog; Meeting Abstract"	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Perez Lopez,Francisco Javier;Yela,Jose Luis"	Genus Chersotis Boisduval, 1840 (Lepidoptera, Noctuidae) in Sierra Nevada (Granada, South of Spain): Faunistical, taxonomical, biogeographical and altitudinal datas	Nouvelle Revue d'Entomologie	Nouv.Rev.Entomol.	1994	 	11	1	31	42	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Anatomy & Morphology"	"Species of the genus Chersotis BOISDUVAL, 1840 (Lepidoptera, Noctuidae, Noctuinae) inhabiting the Sierra Nevada (Granada, South Spain) are noted. The presence of Chersotis oreina DUFAY, 1984 is confirmed; it replaces in this area the northern Chersotis alpestris (BOISDUVAL, 1837), whose Iberian distribution is restricted to the Pyrenean chain. Chersotis alpestris should be therefore eliminated from the catalogue of Sierra Nevada fauna. Chersotis margaritacea (DE VILLERS, 1789) is recorded for the first time from the Sierra Nevada area. Data on faunistics, taxonomy and biogeography of these species and five other inhabiting the Sierra Nevada mountains are given. At last, their altitudinal distribution is briefly studied."	PT: J	 		 	 	 	 				 	0374-9797 ER	 	"Perez Lopez, Francisco Javier; Dep. Biol. Anim. y Ecol., Fac. Ciencias, Univ. Granada, E-18071 Granada, Spain"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Perez Lopez,Javier;Tinaut,Alberto"	Diarsia guadarramensis, new record (Boursin, 1928) in the south of the Iberian Peninsula (Lepidoptera, Noctuidae)	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	1992	 	16	0	251	 	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology"	 	PT: J	 		 	 	 	 				 	0210-8984 ER	 	Dep. Biol. Anim. y Ecol., Fac. Ciencias, Univ. Granada, 18071 Granada, Spain	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Perez Raya,F.;Casares Porcel,M."	Palynological Study on the Genus Asplenium L. in Sierra Nevada Andalusia Spain	Candollea	Candollea	1986	 	41	2	369	380	"Plant Sciences;Anatomy & Morphology;Life Sciences & Biomedicine - Other Topics"	A study is made with the light microscope and with the scanning electron microscope of the spores of fifteen taxa of Asplenium (Aspleniaceae, Pteridophyta) that live in the Sierra Nevada (Andalucia, Spain). Tables of measures, a map and photographs of the spores are added.	PT: J	 		 	 	 	 				 	0373-2967 ER	 	"PEREZ RAYA F; DEP BIOLOGIA VEGETAL, FAC FARMACIA, E-18071 GRANADA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Perez Raya,F.;Casares Porcel,M.;Jimenez Gonzalez,J."	Palynological study of the genus Polypodium L. in the Sierra Nevada (Andalucia, Spain)	Revista de Biologia (Lisbon)	 	1988	1988-1989	14	01-Apr	221	228	"Plant Sciences;Reproductive Biology;Life Sciences & Biomedicine - Other Topics"	A study is made with the light microscope and with the scanning electron microscope of the spores of three taxa of Polypodium (Polypodiaceae, Pteridophyta) that live in the Sierra Nevada (Andalucia, Spain) (P. vulgare L., P. interjectum Shivas and P. cambricum L.). Tables of measures and photographs of the spores are added.	PT: J	 		 	 	 	 				 	0034-7736 ER	 	Dep. Biol. Vegetal, Faculdade Farmacia, E-18071 Granada, Spain	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Perez Raya,F.;Molero Mesa,J."	Considerations on the Order Rosmarinetalia Br. Bl. 1931 1952 in the Sierra Nevada Granada Spain	Memorias da Sociedade Broteriana	 	1988	 	28	 	137	156	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"	A phytosociological study of the communities of the ord. Rosmarinetalia in the Sierra Nevada (Granada, Spain) in realized. Two alliances, Lavandulo-Echinospartion boissieri and Saturejo-Corydothymion, and four associations is recognized. Six new syntaxa are proposed: Thymo gracile-Lavanduletum lanatae ass. nov., Thymo gracile-Lavanduletum lanatae stipetosum tenacissimae subass. nov. and thymetosum baetici subass. nov., Convolvulo lanuginosi-Lavanduletum lanatae velletosum spinosae subass. nov. and thymelaetosum angustifoliae subass. nov., and Centaureo bombycinae-Lavanduletum lanatae globularietosum spinosae subass. nov.	PT: J	 		 	 	 	 				 	0081-0665 ER	 	"PEREZ RAYA F; DEP BIOL VEGETAL, FAC FARM, UNIV GRANADA, ESPANA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Perez,L.	The Biochemical Diversity of Heterotrophic Bacterial Communities in High Mountain Lakes from Sierra Nevada Granada Spain	Acta Hydrobiologica	 	1987	 	29	2	137	148	"Environmental Sciences & Ecology;Marine & Freshwater Biology;Physiology;Life Sciences & Biomedicine - Other Topics"	"The results of the study demonstrate that there is a close relationship between the ""physiological state"" of the lakes and the biochemical diversity of the bacterial community. Those lakes which presented high Margale f's pigment indices contained a denser bacterial community, but this community showed a less diverse biochemical capacity to use different kinds of substrata."	PT: J	 		 	 	 	 				 	0065-132X ER	 	"CANTERAS J-C; UNIV CANTABRIA, DEP ECOL, ETS CIVIL ENG, AV DE LOS CASTROS, S/N SANTANDER, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Perez-Lopez,F. J.;Tinaut,A."	The Noctuidae from Sierra Nevada (Granada) (Iberian Peninsula) (Lepidoptera: Noctuidae)	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	1993	 	17	2	205	245	Life Sciences & Biomedicine - Other Topics	The aim of the present work is to compile a catalogue of the Noctuidae of the Sierra Nevada Mountains (Granada, Iberian Peninsula). Intensive qualitative sampling over a period of six years has accompanied a review of private collections and a review of bibliography. The presence of this family in the studied area include 354 species. We add 31 new records for the Sierra Nevada, including 16 new for Andalusia, in the literature.	PT: J	 		 	 	 	 				 	0210-8984 ER	 	"Perez-Lopez, F. J.; Dpto. Biol. Anim. Ecol., Fac. Ciencias, Univ. Granada, 18071 Granada, Spain"	 	 	 	"DT: Article; LT: Catalog"	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Prieto,P.;Espinosa,P."	Asco Lichens of the Cliffs of San-Francisco Sierra-Nevada Granada Part 1	Cuadernos de Ciencias Biologicas Universidad de Granada	 	1971	 	1	 	95	98	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Anatomy & Morphology ER"	 	PT: J	 		 	 	 	 				 	 	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Puehringer,F.;Poell,N."	A hitherto unknown male of Synansphecia kautzi (Reisser, 1930) (Lepidoptera, Sesiidae)	Zeitschrift der Arbeitsgemeinschaft Oesterreichischer Entomologen	Z.Arbeitsgem.Osterr.Entomol.	1999	April 30, 1999	51	01-Feb	1	8	Life Sciences & Biomedicine - Other Topics	The hitherto unknown male of Synansphecia kautzi (REISSER, 1930) (Lepidoptera, Sesiidae), collected by means of synthetic pheromones, is described and pictured. The locus typicus is made out as being the San Juan mountain west of Puerto de la Ragua in the Andalusian Sierra Nevada. S. kautzi seems to belong to the leucomelaena-group, the foodplant being probably a species of Rosaceae, Cistaceae or Geraniaceae.	PT: J ME: print	 		 	 	 	 				 	0375-5223 ER	 	"Puehringer, F.; Im Feld 17, A-4644, Scharnstein, Austria"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Puehringer,Franz;Poell,Norbert"	Notes on the biology of Synansphecia kautzi (REISSER, 1930) (Lepidoptera, Sesiidae).	Zeitschrift der Arbeitsgemeinschaft Oesterreichischer Entomologen	Z.Arbeitsgem.Osterr.Entomol.	2004	 	56	01-Feb	5	11	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"	The biology of the clearwing moth Synansphecia kautzi, which is restricted to the Spanish Sierra Nevada and had not been found for almost 70 years, could be clarified. The larva lives in the root of Erodium petraeum crispum (Geraniacee).	PT: J ME: print	 		 	 	 	 				 	0375-5223 ER	 	"Puehringer, Franz; Im Feld 17, A-4644, Scharnstein, Austria"	 	 	 	DT: Article	Zur Biologie von Synansphecia kautzi (Reisser, 1930) (Lepidoptera, Sesiidae).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Remane,Reinhard;Holzinger,Werner E."	Two new Cixius (Ceratocixius) species from south-western Palaearctic Region (Insecta: Homoptera: Auchenorrhyncha: Cixiidae)	Reichenbachia	Reichenbachia	1998	Sept. 15, 1998	32	25-53	181	186	Life Sciences & Biomedicine - Other Topics	Two closely related Cixiidae species, Cixius (Ceratocixius) trirhacoides REMANE and HOLZINGER spec. nov. from montane oak forests of Andalusia, Spain, and Cixius (Ceratocixius) suaedicola REMANE and HOLZINGER spec. Nov. From halophytic plants of south-western Morocco are described. Externally they resemble Trirhacus-taxa (including the presence of setose tubercles on the distal margin of the tegmina between the veins!), but their male genitalia show their close proximity to C. (C.) cunicularius (L.).	PT: J ME: print	 		 	 	 	 				 	0070-7279 ER	 	"Remane, Reinhard; Fachbereich Biologie-Zoologie, Philipps-Universitaet Marburg, Karl-von-Frisch-Strasse, D-35032, Marburg/Lahn, Germany"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Roldan,A.;Descals,E.;Honrubia,M."	Aquatic Hyphomycetes from Sierra Nevada and Sierra De Los Filabres South Spain	Acta Botanica Malacitana	 	1988	 	13	 	77	90	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Marine & Freshwater Biology"	"Conidia of fifty-two taxa of ""aquatic Hyphomycetes"" (49 aquatic Hyphomycetes and anamorphs of Asco- and Basidiomycetes, and 3 Zygomycetes) were found in foam samples from rivers and streams of Sierra Nevada and Sierra de los Filabres (S-Spain). The results are discussed and some unnamed forms are listed and drawn."	PT: J	 		 	 	 	 				 	0210-9506 ER	 	"ROLDAN A; DEPARTAMENTO DE BOTANICA, FACULTAD DE BIOLOGIA, UNIVERSIDAD DE MURCIA"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Ruiz Rejon,C.;Lozano,R.;Ruiz Rejon,M."	Polysomy and Supernumerary Chromosomes in Ornithogalum-Umbellatum L. Liliaceae	Genome	Genome	1987	 	29	1	19	25	"Cell Biology;Genetics & Heredity"	"One hundred bulbs of Ornithogalum umbellatum L. have been analyzed cytogenetically in one natural population collected from the Sierra Nevada of Spain. Three types of plants were identified: (i) diploid plants (2n = 18, 26%); (ii) diploid plants with a variable number of B chromosomes (1-8 B's, 40%); and (iii) polysomic plants (2n = 19-23) with or without B's (34%). B's are of two types: metacentric and acrocentric and are associated with three types of abnormalities: (i) failure of the A chromosomes to move to the poles at anaphase I; (ii) nondisjunction of some A chromosomes at anaphase II; and (iii) the occurrence of tetraploid sporocytes. The B's are isopycnotic, do not associate with the A's, and invariably occur as univalents at first meiosis but show no tendency for elimination. All members of the complement except the satellite chromosome, no. 6, have been detected in a trisomic or a tetrasomic condition. Additionally some unusual structural variants, not present in the diploid standard complement, appear in some polysomic individuals. The polysomic elements are euchromatic, stable, and they do not associate either with normal chromosomes or with B's. The polysomic elements form univalents when they are trisomic and bivalents when tetrasomic. The fact that a high frequency (94%) of the polysomic elements also carry B's suggests that these two forms of numerical variation are interrelated in origin."	PT: J	 		 	 	 	 				 	0831-2796 ER	 	"RUIZ REJON C; DEP GENETICA, FAC CIENCIAS, UNIV GRANADA, GRANADA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Ruiz Rejon,C.;Ruiz Rejon,M."	Chromosomal Polymorphism for a Heterochromatic Supernumerary Segment in a Natural Population of Tulipa-Australis Liliaceae	Canadian Journal of Genetics and Cytology	 	1985	 	27	6	633	638	"Cell Biology;Genetics & Heredity"	Five hundred bulbs of Tulipa australis Link, and where possible the associated young flowers, have been analyzed cytogenetically in four natural populations collected from the Sierra Nevada of Spain. A majority of these were diploid (2n = 24), but a few triploids (3n = 36) were present in the population from the highest altitude. All the diploid plants from three of these populations were basic homozygotes with homomorphic bivalents. In one population, however, three types of plants were identified: homozygous standard plants (80%), plants heterozygous for a large supernumerary chromosome segment (19%), and plants homozygous for its same segment (1%). The segment was located terminally on the short arm of a submetacentric chromosome. It was heteropycnotic at meiotic prophase, showed dark C-banding at metaphase I, and was visible as a prominent heterochromatic chromocentre at interphase. The segment divided reductionally in a majority of anaphase I cells (88%), which means that chiasmata tend to be excluded from the arm carrying the segment. Seeds obtained from plants homozygous for the extra segment always carried one such segment. One-half of the seedlings of heterozygous plants are themselves heterozygous for the extra segment, while the other half lack the segment. Finally, 11% of the seeds from bulbs without a segment turned out to be segment heterozygotes. From these results, it is deduced that the extra segment is sexually transmitted in a Mendelian fashion and that it has little or no effect on male fertility and fecundity.	PT: J	 		 	 	 	 				 	0008-4093 ER	 	"RUIZ REJON C; DEP GENETICA, FAC CIENCIAS, GRANADA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
