PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM
J	"Cruz-Pizarro, L; Conde-Porcuna, JM; Carrillo, P"				"Conde-Porcuna, Jose/L-9665-2014; Cruz-Pizarro, Luis /H-5318-2015; Carrillo, Presentacion /I-1601-2015"	"Conde-Porcuna, Jose/0000-0002-5074-2796; Cruz-Pizarro, Luis /0000-0003-0687-0704; "			Diel variation in the egg ratio of Hexarthra bulgarica in the high mountain lake La Caldera (Spain)								HYDROBIOLOGIA				387				295	300		10.1023/A:1017062332468			1998	1998	Hexarthra bulgarica is the dominant rotifer species in the lake La Caldera (south of Spain) both in number of individuals and in biomass. This species shows a nocturnal vertical migration and a simultaneous diel horizontal movement. In the present study, a detailed 24-h sampling program was carried out at four depths in six stations located along the two main transects of lake La Caldera. The results show the existence of diel cycles in oviposition of amictic and mictic (male and resting) eggs of this rotifer. The egg ratio for amictic and mictic eggs increases during the night. The oviposition of amictic eggs was also higher in the pelagic zone of the lake. Oviposition of amictic and mictic eggs was not related with density of H. bulgarica nor with density of competitors (Mixodiaptomus laciniatus). Our results suggest that UV radiation or an endogenous circadian rhythm of activity could be responsible of the diel cycle in oviposition of H. bulgarica.					VIIIth International Rotifer SymposiumVIIIth International Rotifer Symposium	JUN 22, 1997JUN 22, 1997		ST JOHNS UNIV, COLLEGEVILLE, MNST JOHNS UNIV, COLLEGEVILLE, MN	4	0	0	4	0	4			0018-8158			WOS:000080234300040	
S	"Rieradevall, M; Jimenez, M; Prat, N"						"Williams, WD; Sladeckova, A"		The zoobenthos of six remote high mountain lakes in Spain and Portugal								INTERNATIONAL ASSOCIATION OF THEORETICAL AND APPLIED LIMNOLOGY, VOL 26, PT 4		INTERNATIONAL ASSOCIATION OF THEORETICAL AND APPLIED LIMNOLOGY - PROCEEDINGS		26				2132	2136					1998	1998						26th Congress of the International-Association-of-Theoretical-and-Applied-Limnology26th Congress of the International-Association-of-Theoretical-and-Applied-Limnology	19951995	Int Assoc Theoret & Appl LimnolInt Assoc Theoret & Appl Limnol	SAO PAULO, BRAZILSAO PAULO, BRAZIL	0	0	0	0	0	0			0368-0770		3-510-54048-4	WOS:000075772200139	
J	"Hervas, J; Lopez, S; de Lara, FCM; Arias, J; Carrasco, L; Gomez-Villamandos, JC"								Adenovirus infection in Spanish ibex								JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION				10	1			97	100					Jan-98	1998										1	0	0	0	0	1			1040-6387			WOS:000072774900019	9526871
J	Sylvester, AG								Magma mixing, structure, and re-evaluation of the emplacement mechanism of Vradal pluton, central Telemark, southern Norway								NORSK GEOLOGISK TIDSSKRIFT				78	4			259	276					1998	1998	The Vradal pluton presents a two-dimensional exposure of part of a granitic diapir having steep, inward-dipping contacts that intruded the middle crust 900-1000 Ma ago. Nearly 25% of the pluton consists of mafic rocks that mingled and mixed synplutonically with granitic recks. The mafic recks increased, thereby, the overall density of the pluton, added heat to fuel the upward ascent of the pluton, and helped to heat the wall rocks locally and sufficiently for them to deform viscoelastically above and around the pluton. Gneiss and a thin, concentric and conformable sequence of supracrustal quartzite and amphibolite dip steeply inward around all but the northeast quarter of the pluton, which is faulted. These wall rocks define a concentric rim anticline having a steep limb adjacent to the pluton, and a hat limb farther than 2 km radially from it. Previous interpretations of a rim syncline around the pluton cannot be substantiated. Sparse vertical mineral lineations, vertical necklines of boudins, pluton-up sense of shear in shear folds and associated steep faults, and appressed folds in the supracrustal rocks, all within 100 m of the contact, are relict, mesoscopic evidence of upward and outward expansion of the pluton during its emplacement. The macroscopic downward bending of the wall rocks and consequent formation of the rim anticline may be explained either by ductile return flow of heated wall rocks, or by late-stage magma sinking, or a combination of both processes.									15	0	0	0	0	15			0029-196X			WOS:000076710700001	
J	"Fernandez-Escudero, Ignacio; Tinaut, Alberto"								Foraging strategies and dietary preferences of a high mountain ant. (Hymenoptera: Formicidae)								Polish Journal of Ecology				46	1			23	32					1998	1998	The ant Proformica longiseta inhabits the dry zones of the Mediterranean high mountain. A generalist feeder, this species has a predilection for liquid food, and its solid diet changes over the active period according to the prey available. It forages alone without recruitment or cooperation. The abundance of repletes varies in parallel to the quantity of food collected, representing a solution for food shortage periods. The territories surrounding the nests are not clearly defined, but rather overlap with foraging areas of several ant nests.									2	0	0	2	0	2			1505-2249			BIOSIS:PREV199900272798	
B	"Gil, Jose Maria; Molino, Francisco; Valenzuela, Gerardo"						"Meyburg, B.-U.; Chancellor, R.D.; Ferrero, J.J."		[Altitudinal distribution of nests of the golden eagle Aquila chrysaetos in Sierra Nevada (southeast Spain).]				Distribucion altitudinal de los nidos de aguila real Aquila chrysaetos en Sierra Nevada (sureste de Espana).				Holarctic birds of prey. Proceedings of an international conference. Actas del Congreso Internacional sobre Rapaces del Holartico. Badajoz, Extremadura (Spain), 17-22 Abril 1995.								271	277					1998	1998										0	0		0	0	0					84-605-7398-2	ZOOREC:ZOOR13900007176	
J	"Baena, Manuel; Susin, Juana"								Contribution to knowledge of the Iberian Deraeocorinae (Heteroptera, Miridae, Deraeocorinae).				Contribucion al conocimiento de los Deraeocorinae ibericos (Heteroptera, Miridae, Deraeocorinae).				Zoologica Baetica				9				209	211					1998	1998										0	0		0	0	0			1130-4251			ZOOREC:ZOOR13600078361	
J	"Escudero, IF; Tinaut, A; Ruano, F"					Ruano, Francisca/0000-0002-9806-7267			Ovarian maturation under cold winter conditions in a high-mountain ant (Hymenoptera : Formicidae)								ENVIRONMENTAL ENTOMOLOGY				26	6			1373	1377					Dec-97	1997	"A study of the reproductive biology of Proformica longiseta Collingwood, a high-mountain ant, focused on the ovarian development of the queen and the annual development of the brood. Despite the brevity of the active period (<4 mo), larvae complete their development in 1 season, entering winter as adults; consequently, the colony hibernates without brood. We studied the different phases of ovarian development and their relationship to the annual development of the brood as well as with abiotic conditions. The most striking finding is that after egg laying, the ovarioles recuperate slowly over the hibernation period at temperatures of nearly 1 degrees C, becoming fully developed ovaries capable of oviposition by the onset of the active period. We interpret this response as being an adaptation to a short active period as well as a compensation for the absence of a brood during the winter. This situation has not been described in other species of ants."									4	0	0	3	0	4			0046-225X	1938-2936		WOS:000072045400025	
J	"Abolafia, Joaquin; Pena Santiago, Reyes"								Nematodes of the order Dorylaimida from Andalucia Oriental, Spain. The genus Mesodorylaimus Andrassy, 1959. 2. Two new species with pre- and/or postvulval ornamentations.								Russian Journal of Nematology				5	2			81	88					November 10 1997	1997										1	0		2	0	2			0869-6918			ZOOREC:ZOOR13400059754	
J	"Calvache, ML; Viseras, C; Fernandez, J"								"Controls on fan development - evidence from fan morphometry and sedimentology; Sierra Nevada, SE Spain"								GEOMORPHOLOGY				21	1			69	84		10.1016/S0169-555X(97)00035-4			Nov-97	1997	We have studied the morphology and the morphometric relations between alluvial fans and drainage basins in a bajada system including more than 20 coalescent fans developed since the Late Pleistocene as a result of the recent uplift of the Sierra Nevada (Betic Cordillera, Spain). Three allocycles of tectonic origin were recognised across which there is a clear evolution from debris flow to sheet flow dominated fans, in connection with a decrease in the volume of fines available in the source areas. The larger volume of accommodation space created by higher tectonic subsidence in the northern sector favoured vertical accumulation of sediment, with the appearance of less elongated fans. In the rest of the system, where subsidence is less, more elongated fans appear, with the development of incised channels and irregular distribution of sediment in depositional lobes. This involves the appearance of markedly asymmetric transverse profiles, as well as lengthy recurrence between the sedimentation events on particular sectors of the fans, where headward-eroding gullies develop. The Lithology of the source area, where intensely fractured rocks are found, is responsible for an important sediment supply and a significant degree of clast sorting from the source area. Consequently, a weak longitudinal trend in particle size can be recognised, which influences the predominance of longitudinal constant-slope profiles and anomalous relations between both fan area and fan slope and their drainage areas. Recent intense tectonic activity has caused the appearance of abnormally low slopes in upper sectors of some catchments, where mass flows are trapped, and the fans present a subsequently higher proportion of sheet flows. Recent piracy phenomena can be recognised in some of the drainage basins, which indicate rejuvenation of the source area, in which case the fan presents a rapid increase in the proportion of mass flows with the development of a segmented longitudinal profile. Due to the recent nature of the processes, the morphometric relations in the fan fed by the basin affected by capture do not coincide with the other fans in the area. (C) 1997 Elsevier Science B.V.									57	1	0	2	0	57			0169-555X			WOS:A1997YE70800005	
J	"Martinez-Martinez, JM; Soto, JI; Balanya, JC"					Martinez Martinez, Jose Miguel/0000-0002-8178-0904			Crustal decoupling and intracrustal flow beneath domal exhumed core complexes, Betics (SE Spain)								TERRA NOVA				9	05-Jun			223	227		10.1111/j.1365-3121.1997.tb00017.x			OCT-DEC 1997	1997	The Sierra Nevada core, located in the Betic hinterland, features a N-S large-scale open antiform with a central relatively uplifted highly extended domain placed between two less extended domains (in the east and in the west) dipping eastwards and westwards, respectively. The core-bounding detachment system formed during the Serravallian (15-11 Ma) in an episode of ENE-WSW extension. The ESCI-Beticas 2 deep seismic reflection profile, a transect through the core, shows a highly reflective deep crust overlying a subhorizontal Moho, and a fairly transparent upper crust and upper mantle. The lack of Moho relief beneath this area, with differential values for supracrustal thinning, suggests a mechanism of intracrustal isostatic compensation. Surface geology data together with seismic imaging indicate intracrustal flow and upward doming as a response to footwall unloading accompanying the middle Miocene supracrustal extension. A prominent mid-crustal reflector (MCR) is deemed to represent a decoupling zone between the upper and the deep crust. Subsequent N-S shortening and associated folding occurred in the late Miocene. The interference pattern of this folding over the middle Miocene core produced the current E-W dome-shaped tectonic windows where the deepest complex of the Betic hinterland crops out.									17	0	0	0	0	17			0954-4879	1365-3121		WOS:000075339800006	
J			Universidad de Granada						[Collecting insects, why and for what?]				Recoleccion de insectos, por que y para que?				Quercus				139				50	50					Septiembre 1997	1997										0	0		0	0	0			0212-0054			ZOOREC:ZOOR13400048891	
J	"Azanon, JM; CrespoBlanc, A; GarciaDuenas, V"					"Crespo Blanc, Ana/0000-0003-3723-2529; Azanon, Jose Miguel/0000-0001-7834-5816"			Continental collision, crustal thinning and nappe forming during the pre-Miocene evolution of the Alpujarride Complex (Alboran Domain, Betics)								JOURNAL OF STRUCTURAL GEOLOGY				19	8			1055	1071		10.1016/S0191-8141(97)00031-X			Aug-97	1997	"The tectono-metamorphic evolution of the Alpujarride Complex within the internal zones of the Gibraltar Are indicates that the Alboran Crustal Domain underwent several contractional and extensional events. The superposition of structures and the metamorphic evolution observed in the Alpujarride Complex, and in particular in the Adra unit, suggest that these events are as follows: (a) the first thickening event (D-1) results from continental subduction, and is evidenced by the presence of pre-S-2 high-pressure mineral relicts; (b) the thinning and associated vertical shortening event (D-2) is indicated by an almost isothermal decompression during which the S-2 main foliation developed; (c) kilometric-scale N-vergent recumbent folds of the condensed metamorphic sequences, and thrust and nappe-forming in the Alpujarride Complex, suggest that a second thickening event (D-3) took place; (d) the second thinning event (D-4), which affects the whole Alboran Domain, is evidenced by extensional fault systems resulting in the opening of the Alboran Sea. The oldest synrift deposits are of the Late Oligocene and Early Miocene, suggesting that D-1 to D-3 events are pre-Miocene; and (e) from the Late Tortonian to the Pliocene, the extensional systems were folded due to a continuous N-S to NW-SE compression. (C) 1997 Elsevier Science Ltd."									49	0	0	1	0	49			0191-8141			WOS:A1997XT91700005	
J	Johnson, C								Resolving denudational histories in orogenic belts with apatite fission-track thermochronology and structural data: An example from southern Spain								GEOLOGY				25	7			623	626		"10.1130/0091-7613(1997)025<0623:RDHIOB>2.3.CO;2"			Jul-97	1997	Interpreting apatite fission-track thermochronology !(AFTT) data obtained from orogenic belts presents a considerable challenge because of the complexity of denudational processes operating in this tectonic setting. An approach which integrates kinematic, foliation, and thermochronologic data is advocated, and an example from southern Spain is used as an illustration. AMT ages from the Sierra Nevada are negatively correlated with their elevation precluding interpretation in terms of simple erosive denudation. However, when additional structural data is included in the analysis, a complex denudation history is obtained. An initial phase of tectonic denudation was responsible for the cooling that produced the oldest apparent ages. Thereafter, folding accompanied by differential erosive denudation caused cooling of samples inferred to have been as much as 4.5 km below the detachment. The second phase of cooling began in the late Miocene-early Pliocene.									40	10	0	0	0	47			0091-7613			WOS:A1997XL02100012	
J	"Perez-Martinez, Carmen; Barea-Arco, Jose; Sanchez-Castillo, Pedro"				Perez-Martinez, Carmen/K-1219-2014	Perez-Martinez, Carmen/0000-0001-8777-4487			Life history of the epizoic chlorophyte Korshikoviella gracilipes (Lambert) Silva on Daphnia pulicaria forbes								PHYCOLOGIA				36	4		330	86	87				S	Jul-97	1997										0	0	0	0	0	0			0031-8884			WOS:000202958000331	
J	Fernandez-Rubio, Fidel								[Monstrosities and curiosities (4): the aberrant form of Lysandra golgus (Hubner, 1808).]				De monstruosos y prodigios (4): forma aberrante de Lysandra golgus (Hubner, 1808).				Boletin de la SEA				18				18	18					30 de junio 1997	1997										0	0		0	0	0			1134-6094			ZOOREC:ZOOR13400021899	
J	"Clement, R; Garcia, M; Reglero, V; Clausen, JV; Bravo, A; Suso, J; Fabregat, J; Torrejon, JM; Reig, P; Marco, A"				"Reig, Pablo/A-1198-2014; Garcia de Maria, J.M./C-9931-2015"	"Reig, Pablo/0000-0002-6446-3050; Garcia de Maria, J.M./0000-0002-6147-4045"			Four colour photometry of late-type binary systems .1. First uvby beta light curves of ZZ Ursae Majoris								ASTRONOMY & ASTROPHYSICS SUPPLEMENT SERIES				123	1			1	4					May-97	1997	This paper presents first complete uvby light, curves of the late-type detached eclipsing binary ZZ UMa (G0V + G8V, P = 2.(d)2993). This binary system has been observed during eight campaigns at the Calar Alto Observatory (Almeria, Spain)and at the Sierra Nevada Observatory (Granada, Spain). 294 points distributed over the binary period and covering both eclipses are given. The comparison stars used to calculate the differential light curves (SAO 15242 and SAO 15251) were confirmed as being good reference stars with constant flux. These observations are part of a 6 year uvby and H beta monitoring program of low mass eclipsing binaries whose main objective is to provide accurate absolute astrophysical parameters for late-type main sequence stars. Details about the standardisation process and accuracy of the photometry are also given. The internal accuracy of the standard photometry measured as the mean RMS of the differences between standard and observed values for the standard stars observed along the program is only a few millimagnitudes. Detailed analysis of ZZ UMa, based on these light curves, will be published separately.									5	0	0	0	0	5			0365-0138			WOS:A1997XC09900001	
J	"Reche, I; Carrillo, P; CruzPizarro, L"				"Reche, Isabel/K-7120-2014; Cruz-Pizarro, Luis /H-5318-2015; Carrillo, Presentacion /I-1601-2015"	"Reche, Isabel/0000-0003-2908-1724; Cruz-Pizarro, Luis /0000-0003-0687-0704; "			Influence of metazooplankton on interactions of bacteria and phytoplankton in an oligotrophic lake								JOURNAL OF PLANKTON RESEARCH				19	5			631	646		10.1093/plankt/19.5.631			May-97	1997	"Commensalism based on organic carbon supplied by phytoplankton and competition for mineral nutrients are important interactions between bacteria and phytoplankton in oligotrophic clear-water systems. Both interactions are influenced by zooplankton activity. To examine the relationship between algae and bacteria in Lake La Caldera, we studied: the correlations among phytoplankton, bacteria and phosphorus (P) dynamics; the ratio of organic carbon supplied by algae to organic carbon demand by bacteria; and the importance of P remineralized by metazooplankton for both communities. Phytoplankton and bacteria had a similar seasonal dynamics, and there was a significant and positive relationship between bacterial abundance and algal biomass (P < 0.01). However, the release of organic carbon from phytoplankton was usually higher than the bacterioplankton carbon requirement. P available via zooplankton remineralization satisfied between 74 and 316% of the minimum P demands of algae and bacteria. To elucidate whether zooplankton operate similarly on algae and bacterial growth or indirectly influence bacterial growth through phytoplankton metabolism, we performed zooplankton manipulation experiments. High zooplankton biomass in these experiments stimulated both primary and bacterial production, but release of organic carbon from phytoplankton declined. These results suggest a direct stimulus of bacterial growth, so algae and bacteria can balance grazing losses by compensatory growth. Further, the algal decrease of the organic carbon supply for bacteria could, over time, lead to a change in the algae-bacteria interaction from competition to commensalism. This reduction in organic carbon excretion could affect the balance of the competitive interaction."									23	1	0	22	0	26			0142-7873			WOS:A1997XA34300007	
J	"Liebanas, Gracia; Pena Santiago, Reyes"								Nematodes of the order Dorylaimida from Andalucia Oriental, Spain. The genus Nygolaimus Cobb, 1913. 2. Description of two new species.								Russian Journal of Nematology				5	1			7	16					April 2 1997	1997										0	0		0	0	0			0869-6918			ZOOREC:ZOOR13400016924	
J	Shelley, RM								The Holarctic centipede subfamily Plutoniuminae (Chilopoda: Scolopendromorpha: Cryptopidae) (Nomen correctum ex subfamily Plutoniinae Bollman, 1893)								BRIMLEYANA					24			51	113					Apr-97	1997	"The Holarctic chilopod subfamily Plutoniuminae Bellman, a corrected name for Plutoniinae, consists of two genera, Plutonium Cavanna and Theatops Newport, and six species; synapomorphies between them show that the subfamily is a monophyletic group and that the different number of spiracles, 19 pairs in Plutonium and 9 pairs in Theatops, is only a generic-level character. and P. zwierleini Cavanna occur in Sicily, Sardinia, Napoli and Sorrento provinces in mainland Italy, and Granada Province, Spain. Theatops erythrocephalus (C. L. Koch) occurs along the eastern side of the Adriatic Sea in the Balkan Peninsula. and in coastal Spain and Portugal. The other four species - T. posticus (Say), T. spinicaudus (Wood), T. phanus Chamberlin, and T. californiensis Chamberlin - occur in the United States and northwestern Mexico. Theatops posticus occupies a broad area east of the Central Plains from Connecticut and southern New York to the south Florida keys and eastern Texas; an allopatric western population extends from southwestern New Mexico and western Chihuahua to the southern Great Basin, the California desert east of the Sierra Nevada, the Pacific Ocean in Baja California Norte, the Channel Islands off the southern California coast, and the eastern slope of the Coast Range near the latitude of San Francisco Bay. Theatops spinicaudus occurs sympatrically with T. posticus in two areas of the east; the inner surfaces of its caudal legs possess variable series of ridges and teeth. Theatops phanus occurs in epigean and subterranean environments in southern Texas and extends from east of highway I-35 to west of the Pecos River; the inner surfaces of its caudal legs also possess variable series of ridges and teeth. The distribution of T. californiensis, anatomically convergent with T. erythrocephalus, is as described previously, but locality information is detailed, as only one site, the type locality, is currently known. Relationships among the plutoniuminine species are postulated as P. zwierleini + (T. spinicau-dus + (T. phanus + (T. erythrocephalus +(T. posticus + T. californiensis)))). The Plutoniuminae and Cryptopinae logically share ancestry, and the Scolopocryptopinae may warrant elevation to family status."									1	0	0	1	0	1			0193-4406			WOS:A1997XF38400007	
J	"Valero, A; Hueli, LE; DiazSaez, V"								Spermatogenesis in the ixodid tick Haemaphysalis (Herpetobia) sulcata (Acarina: Ixodidae)								JOURNAL OF PARASITOLOGY				83	2			212	214		10.2307/3284441			Apr-97	1997	Haemaphysalis sulcata (Acarina, Ixodidae) is a common ectoparasite of wild artiodactyls (mouflon and wild goat) in Sierra Nevada (Granada, southern Spain). A study of the spermatogonial meiosis of 15 H. sulcata males was carried out. The diploid complement is 2n = 21 and its sex determination is XX:XO. The behavior of the chromosomes in the different stages of meiosis was also investigated, and the possible presence of a secondary nucleolar organizer region in H. sulcata is discussed.									4	0	0	4	0	4			0022-3395			WOS:A1997WT43600006	9105298
J	"Johnson, C; Harbury, N; Hurford, AJ"								The role of extension in the miocene denudation of the Nevado-Filabride complex, Betic Cordillera (SE Spain)								TECTONICS				16	2			189	204		10.1029/96TC03289			Apr-97	1997	The Internal Zone of the Betic Cordillera, SE Spain, consists of a nappe stack of three complexes, the deepest of which is the Nevado-Filabride Complex. The zone is separated from the overlying Alpujarride Complex by a crustal scale shear zone that has variously been interpreted as a thrust or an extensional detachment. A suite of 74 new apatite and zircon fission track results have been obtained from the Nevado-Filabride Complex and these have been used to define regional cooling patterns for the complex. Rapid cooling (105 degrees C-200 degrees C Ma(-1)) is spatially related to the tectonic contact with the overlying Alpujarride Complex. Cooling to near-surface temperatures occurred first in the east (Sierra de los Filabres) during the mid-Serravallian (12+/-1 Ma) and was completed by the early Tortonian (9-8 Ma) in the west (Sierra Nevada). There is no correlation between fission track age and sample elevation. These results are consistent with tectonic unroofing of this complex, a finding that favors extension as the mechanism by which the two complexes were brought into contact. Extension spans the middle and earliest upper Miocene (12-8 Ma) in the study area and therefore lasted much longer than previously documented. A hypothesis is advanced which links oblique convergence between the Iberian plate and the Betic internal Zones, resulting in crustal contraction at depth, with orogen parallel extension in the middle and upper crust.									78	0	0	2	0	78			0278-7407			WOS:A1997WT48300001	
J	"MartinezMartinez, JM; Azanon, JM"					"Martinez Martinez, Jose Miguel/0000-0002-8178-0904; Azanon, Jose Miguel/0000-0001-7834-5816"			Mode of extensional tectonics in the southeastern Betics (SE Spain): Implications for the tectonic evolution of the peri-Alboran orogenic system								TECTONICS				16	2			205	&		10.1029/97TC00157			Apr-97	1997	"The Gibraltar are, which closes the westernmost part of the Mediterranean basin, is a Miocene A-type subduction are formed by the continental collision of various pre-Miocene terranes in the major zone of collision between the Iberian and African cratons. The hanging-wall block, known as the Alboran domain, has undergone more than 300 km migration from a more easterly position, where it was the continuation of the Alpine Cretaceous-Paleogene orogen. Contemporaneous with thin-skinned thrusting in the footwall, the Alboran domain underwent two episodes of nearly extension in which extensional orthogonal developed with directions of extension NNW-SSE system, orthogonal to the belt axis, in the late Burdigalian-Langhian to a WSW directed orogen-parallel one in the Serravallian. The superposition of these two systems resulted in a chocolate tablet megastructure. This extensional pattern is not satisfactorily explained in previously proposed models for the evolution of the are. Orthogonal extension is plausible in a process of the gravitational collapse of an overthickened crust; nevertheless, orogen-parallel extension is more difficult to explain in this context. We advocate that the WSW directed low-angle normal faults formed during large-scale extension in connection with important westward are migration. The driving force of extension in a general context of convergence is controversial and varies between a removal model and a delamination model. on both the timing and the kinematics of extension, as presented in this paper, seem to support the contribution of both mechanisms. Convective removal may have started the process, but continued N-S convergence could have resulted in westward tectonic escape and asymmetric lateral inflow of asthenospheric material accompanying lithospheric delamination."									90	0	0	4	0	90			0278-7407			WOS:A1997WT48300002	
J	"Perez, Jesus M.; Ruiz-Martinez, Isidoro; Granados, Jose E.; Soriguer, Ramon C.; Fandos, Paulino"				Soriguer, Ramon/J-1494-2014	Soriguer, Ramon/0000-0002-9165-7766			The dynamics of sarcoptic mange in the ibex population of Sierra Nevada in Spain - influence of climactic factors.								Journal of Wildlife Research				2	1			86	89					Spring 1997	1997										33	0	0	27	0	33			1426-0328			ZOOREC:ZOOR13400068485	
J	"Perez, JM; Granados, JE; RuizMartinez, I; Chirosa, M"								Capturing Spanish ibexes with corral traps								WILDLIFE SOCIETY BULLETIN				25	1			89	92					SPR 1997	1997										9	0	0	9	0	10			0091-7648			WOS:A1997XA82200017	
J	"Calvache, ML; Viseras, C"								Long-term control mechanisms of stream piracy processes in southeast Spain								EARTH SURFACE PROCESSES AND LANDFORMS				22	2			93	105					Feb-97	1997	The Guadix Basin developed as an endorheic depression during the Upper Miocene-Upper Pleistocene. Its principal palaeogeographical characteristics are a large lake in the eastern sector, an axial fluvial system and two fluvial systems transverse to it in the western sector, The uplift of a central sector of the Betic Cordillera during the Upper Pleistocene affected the study area, causing northward tilting from the Internal Zone of the cordillera (Sierra Nevada and Sierra de Baza), step-faulting of the Plio-Pleistocene infill of the ancient basin (leaving more northern sectors in a lower topographical position), alteration of fluvial current profiles and displacement of the ancient Axial System to a position very close to the divide between the ancient endorheic Guadix Basin and the Guadalquivir Basin. This facilitated capture of the endorheic basin by the headward erosion of a tributary of the Guadalquivir River. The region then began to be rapidly eroded, as the new base level was now some 500m lower than that of the ancient basin. The present drainage network is similar to that of the ancient endorheic basin as regards the location of the main streams and the distribution of drainage patterns and fluvial styles, although flow reversal is found in some stretches and a barbed drainage pattern appears locally. As a result of the inheritance of drainage from the ancient basin, fluvial superimposition is found in some stretches of the main streams. (C) 1997 by John Wiley & Sons, Ltd.									49	0	0	6	0	49			0197-9337			WOS:A1997WH92600001	
J	"Gomez, JM; Garcia, D"				Garcia, Daniel/A-1236-2011	Garcia, Daniel/0000-0002-7334-7836			Interactions between a high-mountain shrub, Genista versicolor (Fabaceae), and its seed predators								ECOSCIENCE				4	1			48	56					1997	1997	"For three years we studied the interaction between Genista versicolor (Fabaceae) and three seed-predator species, one moth (Coleophora brunneosignata; Coleophoridae) and two weevil species (Exapion compactum and Exapion nov. sp.; Apionidae), to assess the impact of the insects on seed production and the reciprocal effect of the plant reproductive strategies on the insect's survival. plants experienced three predispersal mortality factors of ovules: early death of ovules, seed abortion and seed predation. Each fruit bore an average of 5.4 ovules, of which 4.0 ovules died early in their development and 0.1 aborted. Each fruit sets an average of 1.3 mature seeds. Seed predators invariably infested more than 65% of the fruits every year, killing 87% of the seeds ripened by the plants. More than 90% of the seeds predators were weevils. However, including the other two predispersal mortality factors, we found that the main lass was to ovule death (74% of the initial number of ovules), whereas seed predation destroyed 19% of the ovules. The effect of the plant on the seed-predator survival is somewhat different. Although weevils were parasitized by a wasp, the main mortality factor during the larval stage within the fruits was starvation. Of weevil larvae, 68% died before completing the life cycle because eggs were not laid on mature seed and were unable to enter a seed. As the plant capacity for filling seeds was not correlated with herbivory, the mortality of weevil larvae depended mostly on external predispersal events."									5	0	0	5	0	5			1195-6860			WOS:A1997WQ42400007	
J	"Granados, JE; Perez, JM; Soriguer, C; Fandos, P; RuizMartinez, I"				"CSIC, EBD Donana/C-4157-2011; Soriguer, Ramon/J-1494-2014; Fandos, Paulino/M-7304-2015"	"CSIC, EBD Donana/0000-0003-4318-6602; Soriguer, Ramon/0000-0002-9165-7766; Fandos, Paulino/0000-0002-9607-8931"			On the biometry of the Spanish ibex, Capra pyrenaica, from Sierra Nevada (Southern Spain)								FOLIA ZOOLOGICA				46	1			9	14					1997	1997	Several basic biometrical parameters of the Spanish ibex population from Sierra Nevada Natural Park were studied: body weight, horn length, basal horn perimeter, cross height and total body length. Reference values for the adult sector of the population (aging more than 4 years) are given. These data evince a marked sexual dimorphism with regards to almost all parameters considered. When comparing these values with those given for other populations, a decreasing trend in the size of meridional Spanish ibex populations is observed.									15	0	0	12	0	15			0139-7893			WOS:A1997WX46100002	
S	"PulidoBosch, A; Gisbert, J; AlAlwani, G"						"Walling, DE; Probst, JL"		Environmental impact of construction work at the Sierra Nevada ski resort in Spain								HUMAN IMPACT ON EROSION AND SEDIMENTATION		IAHS PUBLICATION			245			49	56					1997	1997						International Symposium S6 on Human Impact on Erosion and Sedimentation, at the 5th Scientific Assembly of the International-Association-of-Hydrological-SciencesInternational Symposium S6 on Human Impact on Erosion and Sedimentation, at the 5th Scientific Assembly of the International-Association-of-Hydrological-Sciences	APR 23-MAY 03, 1997APR 23-MAY 03, 1997	"UNESCO; World Meteorol Org; Moroccan Water Resources Assoc; Int Assoc Hydrol Sci, Int Commiss Continental ErosUNESCO; World Meteorol Org; Moroccan Water Resources Assoc; Int Assoc Hydrol Sci, Int Commiss Continental Eros"	RABAT, MOROCCORABAT, MOROCCO	0	0	0	0	0	0			0144-7815		1-901502-30-9	WOS:A1997BJ43K00006	
J	"Lorite, Juan; Valle, Francisco; Ruiz Polo, Nieves"				Lorite, Juan/F-4690-2011	Lorite, Juan/0000-0003-4617-8069			Cartography and vegetation dynamics in the Sierra Nevada, Almeria (s.e. Spain)								Lagascalia				19	01-Feb			601	608					1997	1997						Proceedings of the VIII Optima MeetingProceedings of the VIII Optima Meeting	September 25-October 1, 1995September 25-October 1, 1995		Seville, SpainSeville, Spain	0	0	0	0	0	0			0210-7708			BIOSIS:PREV199800058650	
J	Bengtsson, Bengt A.								Scythrididae.								Microlepidoptera of Europe				2				1	301					1997	1997										25	0	0	29	0	31			1395-9506			ZOOREC:ZOOR13400058321	
J	"Skartveit, John; Haenni, Jean-Paul"								Three species of Bibionidae (Diptera) new to the fauna of Switzerland								Mitteilungen der Schweizerischen Entomologischen Gesellschaft				70	01-Feb			29	33					1997	1997	Bibio siebkei MIK, Bibio fulvicollis GIMMERTHAL and Dilophus borealis SKARTVEIT are recorded for the first time from Switzerland. Some further records of Dilophus borealis from central and southern Europe are presented, the species being recorded for the first time from Spain and France. For each species, a short diagnosis and a figure of the male hypopygium are given.									2	0		2	0	2			0036-7575			BIOSIS:PREV199799692331	
