PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM
J	"Casas, J. Jesus; Gessner, Mark O.; Lopez, Dalila; Descals, Enrique"								Leaf-litter colonisation and breakdown in relation to stream typology: insights from Mediterranean low-order streams								FRESHWATER BIOLOGY				56	12			2594	2608		10.1111/j.1365-2427.2011.02686.x			dic-11	2011										7	0	0	6	1	7			0046-5070			WOS:000296502000014	
J	"Pozo, Jesus; Casas, Jesus; Menendez, Margarita; Molla, Salvador; Arostegui, Inmaculada; Basaguren, Ana; Casado, Carmen; Descals, Enrique; Garcia-Aviles, Javier; Gonzalez, Jose M.; Larranaga, Aitor; Lopez, Enrique; Lusi, Mirian; Moya, Oscar; Perez, Javier; Riera, Tecla; Roblas, Neftali; Jacoba Salinas, M."				"Larranaga, Aitor/A-6185-2009; SALINAS, MARIA-JACOBA/K-1193-2012; Perez, Javier/K-6205-2012; Pozo, Jesus/B-4719-2013; Arostegui, Inmaculada/G-5941-2014; Gonzalez, Jose/A-3835-2009; "	"Pozo, Jesus/0000-0003-3104-5423; Arostegui, Inmaculada/0000-0002-6848-2240; Gonzalez, Jose/0000-0001-7289-8321; Casas Jimenez, Jose Jesus/0000-0003-0928-0080; Salinas Bonillo, Maria Jacoba/0000-0001-6931-6677"			Leaf-litter decomposition in headwater streams: a comparison of the process among four climatic regions								JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY				30	4			935	950		10.1899/10-153.1			dic-11	2011										22	1	0	20	0	23			0887-3593			WOS:000298218600006	
B	Pulawski, W.	Pulawski, W.							Les Tachysphex Kohl (Hym., Sphecidae) de la region palearctique occidentale et centrale.								Les Tachysphex Kohl (Hym., Sphecidae) de la region palearctique occidentale et centrale.								1	464					1973	1973										0	0	0	0	0	0						ZOOREC:ZOOR11000000268	
J	Alba-Tercedor, J.								Life cycle and ecology of mayflies from Sierra Nevada (Spain), 4.								Limnetica				6				23	33					1990	1990										17	1	0	16	0	17			0213-8409			ZOOREC:ZOOR12900016294	
J	Alba-Tercedor, J.								Life cycles and ecology of some species of Ephemeroptera from Spain.								Series Entomologica (Dordrecht)				44				13	16					1989	1989										0	0	0	0	0	0			0924-4603			ZOOREC:ZOOR12600042403	
J	"Sanchez-Ortega, A.; Alba-Tercedor, J."								Life cycles of some species of Plecoptera in Sierra Nevada (south of Spain).								Series Entomologica (Dordrecht)				44				43	52					1989	1989										0	0	0	0	0	0			0924-4603			ZOOREC:ZOOR12600042446	
J	"Lopez-Rodriguez, M. J.; de Figueroa, J. M. Tierno; Alba-Tercedor, J."				"Lopez Rodriguez, Manuel Jesus/A-9296-2011; Tierno de Figueroa, Jose Manuel/K-8143-2014"	"Lopez Rodriguez, Manuel Jesus/0000-0001-6707-0992; Tierno de Figueroa, Jose Manuel/0000-0003-1616-9815"			Life history and larval feeding of some species of Ephemeroptera and Plecoptera (Insecta) in the Sierra Nevada (Southern Iberian Peninsula)								HYDROBIOLOGIA				610				277	295		10.1007/s10750-008-9444-7			sept-08	2008										16	1	0	16	0	17			0018-8158			WOS:000257392300024	
S	"Villar-Argaiz, M; Sanchez, JMM; Cruz-Pizarro, L; Carrillo, P"				"Medina-Sanchez, Juan Manuel/A-4703-2013; Villar-Argaiz, Manuel/L-9085-2014; Carrillo, Presentacion /I-1601-2015"		Williams, WD		Life history implications of calanoid Mixodiaptomus laciniatus in C : N : P stoichiometry								INTERNATIONAL ASSOCIATION OF THEORETICAL AND APPLIED LIMNOLOGY, VOL 27, PT 1, PROCEEDINGS		INTERNATIONAL ASSOCIATION OF THEORETICAL AND APPLIED LIMNOLOGY - PROCEEDINGS		27				527	531					2000	2000						27th Congress of the International-Association-of-Theoretical-and-Applied-Limnology27th Congress of the International-Association-of-Theoretical-and-Applied-Limnology	19981998	Int Assoc Theoret & Appl LimnolInt Assoc Theoret & Appl Limnol	DUBLIN, IRELANDDUBLIN, IRELAND	0	0	0	0	0	0			0368-0770		3-510-54052-2	WOS:000089402700090	
J	"Perez-Martinez, Carmen; Barea-Arco, Jose; Sanchez-Castillo, Pedro"				Perez-Martinez, Carmen/K-1219-2014	Perez-Martinez, Carmen/0000-0001-8777-4487			Life history of the epizoic chlorophyte Korshikoviella gracilipes (Lambert) Silva on Daphnia pulicaria forbes								PHYCOLOGIA				36	4		330	86	87				S	jul-97	1997										0	0	0	0	0	0			0031-8884			WOS:000202958000331	
J	"Serrano-Bernardo, F.; Rosua, J. L.; Diaz-Miguel, M."					Rosua-Campos, Jose Luis/0000-0001-8749-7985			Light and temperature effects on seed germination of four native species of Mediterranean high mountains (Spain)								PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY				76				27	38					2007	2007										2	0	0	1	0	2			0031-9457			WOS:000256795000003	
J	"Palomo, Ignacio; Martin-Lopez, Berta; Alcorlo, Paloma; Montes, Carlos"				"PALOMO, IGNACIO/D-4398-2014; "	"PALOMO, IGNACIO/0000-0002-4573-5989; Martin-Lopez, Berta/0000-0003-2622-0135"			Limitations of Protected Areas Zoning in Mediterranean Cultural Landscapes Under the Ecosystem Services Approach								ECOSYSTEMS				17	7			1202	1215		10.1007/s10021-014-9788-y			nov-14	2014										2	0	0	1	0	2			1432-9840	1435-0629		WOS:000343717900006	
J	"Gomez, Lorena; Zamora, Regino; Maraa Gomez, Jose"								Limitations to the regeneration of Acer granatense in the Mediterranean mountains: A multi-scale approach.								Ecological Society of America Annual Meeting Abstracts				87				356	356					2002	2002						87th Annual Meeting of the Ecological Society of America and the 14th Annual International Conference of the Society for Ecological Restoration87th Annual Meeting of the Ecological Society of America and the 14th Annual International Conference of the Society for Ecological Restoration	August 04-09, 2002August 04-09, 2002		Tucson, Arizona, USATucson, Arizona, USA	0	0	0	0	0	0						BIOSIS:PREV200300051614	
J	d'Hondt, J.-P.								Liste des lepidopteres rhopaloceres captures ou observes dans la Sierra Nevada (Espagne). (Fin juillet 1983 et pendant le premiere moitie de juillet 1985).								Cercle des Lepidopteristes de Belgique Bulletin				14	6			107	111					1985	1985										0	0	0	0	0	0			0778-4686			ZOOREC:ZOOR12200037200	
J	"Gomez, A; Palacios, D; Ramos, M; Tanarro, LM; Schulte, L; Salvador, F"				"Ramos, Miguel/K-2230-2014; Tanarro, Luis Miguel/H-3381-2015; PALACIOS, DAVID/H-3737-2015"	"Ramos, Miguel/0000-0003-3648-6818; Tanarro, Luis Miguel/0000-0003-0871-7711; PALACIOS, DAVID/0000-0002-8289-0398"			Location of permafrost in marginal regions: Corral del Veleta, Sierra Nevada, Spain								PERMAFROST AND PERIGLACIAL PROCESSES				12	1			93	110		10.1002/ppp.375			JAN-MAR 2001	2001						1st European Permafrost Conference1st European Permafrost Conference	MAR 26-28, 2001MAR 26-28, 2001	IPAIPA	ROME, ITALYROME, ITALY	21	0	0	5	0	22			1045-6740			WOS:000169287300009	
J	"Kropf, Matthias; Comes, Hans Peter; Kadereit, Joachim W."				"Kropf, Matthias/G-2421-2012; "	Kropf, Matthias/0000-0002-9217-3560			Long-distance dispersal vs vicariance: the origin and genetic diversity of alpine plants in the Spanish Sierra Nevada								NEW PHYTOLOGIST				172	1			169	184		10.1111/j.1469-8137.2006.01795.x			2006	2006										61	0	1	62	0	65			0028-646X			WOS:000239988100018	16945099
J	"Zamora, Regino; Miguel Barea-Azcon, Jose"								LONG-TERM CHANGES IN MOUNTAIN PASSERINE BIRD COMMUNITIES IN THE SIERRA NEVADA (SOUTHERN SPAIN): A 30-YEAR CASE STUDY								ARDEOLA				62	1			3	18					jun-15	2015										1	0	0	1	0	1			0570-7358			WOS:000357052300001	
J	"Calvache, ML; Viseras, C"								Long-term control mechanisms of stream piracy processes in southeast Spain								EARTH SURFACE PROCESSES AND LANDFORMS				22	2			93	105					feb-97	1997										49	0	0	6	0	49			0197-9337			WOS:A1997WH92600001	
J	Knapp, Eric E.								Long-term dead wood changes in a Sierra Nevada mixed conifer forest: Habitat and fire hazard implications								FOREST ECOLOGY AND MANAGEMENT				339				87	95		10.1016/j.foreco.2014.12.008			MAR 1 2015	2015										5	0	0	4	0	5			0378-1127	1872-7042		WOS:000350517300008	
J	Gomez, JM								Long-term effects of ungulates on performance, abundance, and spatial distribution of two montane herbs								ECOLOGICAL MONOGRAPHS				75	2			231	258		10.1890/04-0722			may-05	2005										40	0	0	39	0	42			dic-15			WOS:000228917300006	
J	"Palade, Bogdan; Serrano, Milagros"								Long-term high-frequency validation of MODIS LST products in a Mediterranean mountain environment								INTERNATIONAL JOURNAL OF REMOTE SENSING				35	3			818	829		10.1080/01431161.2013.873148			FEB 1 2014	2014										0	0	0	0	0	0			0143-1161	1366-5901		WOS:000331333300002	
J	"Cano-Manuel, Francisco J.; Lopez-Olvera, Jorge; Fandos, Paulino; Soriguer, Ramon C.; Perez, Jesus M.; Granados, Jose E."				"Lopez Olvera, Jorge/H-8382-2015; Fandos, Paulino/M-7304-2015"	"Lopez Olvera, Jorge/0000-0002-2999-3451; Fandos, Paulino/0000-0002-9607-8931"			Long-term monitoring of 10 selected pathogens in wild boar (Sus scrofa) in Sierra Nevada National Park, southern Spain								VETERINARY MICROBIOLOGY				174	1-feb			148	154		10.1016/j.vetmic.2014.06.017			NOV 7 2014	2014										2	0	0	0	0	2			0378-1135	1873-2542		WOS:000345180500017	25261921
J	"Oliva, Marc; Gomez Ortiz, Antonio; Salvador, Ferran; Salva, Montserrat; Pereira, Paulo; Geraldes, Miguel"								Long-term soil temperature dynamics in the Sierra Nevada, Spain								GEODERMA				235				170	181		10.1016/j.geoderma.2014.07.012			dic-14	2014										3	0	0	1	0	3			0016-7061	1872-6259		WOS:000342552800018	
J	"Sainz-Cantero, C.E.; Alba-Tercedor, J."				Sainz-Cantero, Carmen Elisa/L-5985-2014				Los adefagos acuaticos de Sierra Nevada (Granada, Espana): diagnosis y claves de identificacion (Coleoptera, Adephaga: Haliplidae, Gyrinidae, Dytiscidae).								Zoologica Baetica				2				183	256					1991	1991										1	0	0	0	0	1			1130-4251			ZOOREC:ZOOR13000060755	
J	"Sanchez-Ortega, A.; Alba-Tercedor, J."								Los plecopteros de Sierra Nevada (Granada, Espana).								Zoologica Baetica				1				77	146					1990	1990										1	0	0	1	0	1			1130-4251			ZOOREC:ZOOR13000037928	
J	"Avila, J.M.; Pascual, F."								Los Scarabaeoidea (Col.) coprofagos de los prados humedos de alta montana en Sierra Nevada (Granada, Espana).								Boletin de la Asociacion Espanola de Entomologia				13				57	65					1989	1989										0	0	0	0	0	0			0210-8984			ZOOREC:ZOOR12600057274	
J	"Sanchez-Maranon, M; Gamiz, E; Delgado, G; Delgado, R"								Mafic-ultramafic soils affected by silicic colluvium in the Sierra Nevada Mountains (southern Spain)								CANADIAN JOURNAL OF SOIL SCIENCE				79	3			431	442					ago-99	1999										4	0	0	4	0	4			ago-71			WOS:000082807000005	
J	Sylvester, AG								Magma mixing, structure, and re-evaluation of the emplacement mechanism of Vradal pluton, central Telemark, southern Norway								NORSK GEOLOGISK TIDSSKRIFT				78	4			259	276					1998	1998										16	0	0	0	0	16			0029-196X			WOS:000076710700001	
J	"Sanz de Galdeano, C.; Garcia-Tortosa, F. J.; Pelaez, J. A.; Alfaro, P.; Azanon, J. M.; Galindo-Zaldivar, J.; Lopez Casado, C.; Lopez Garrido, A. C.; Rodriguez-Fernandez, J.; Ruano, P."				"Galindo-Zaldivar, Jesus/K-3640-2012; RODRIGUEZ-FERNANDEZ, JOSE/L-7077-2014; Ruano, Patricia/L-9168-2014; Garcia Tortosa, Francisco Juan/I-1315-2015; ALFARO GARCIA, PEDRO/H-2038-2015; Pelaez, Jose/D-6992-2013"	"Galindo-Zaldivar, Jesus/0000-0002-3493-2637; RODRIGUEZ-FERNANDEZ, JOSE/0000-0003-0349-9209; Ruano, Patricia/0000-0003-3833-4973; Garcia Tortosa, Francisco Juan/0000-0003-3681-5829; ALFARO GARCIA, PEDRO/0000-0002-2753-2969; Pelaez, Jose/0000-0002-6711-4147"			Main active faults in the Granada and Guadix-Baza Basins (Betic Cordillera)								JOURNAL OF IBERIAN GEOLOGY				38	1	SI		209	223		10.5209/rev_JIGE.2012.v38.n1.39215			2012	2012										8	0	0	0	0	8			1698-6180			WOS:000306950700013	
J	"TALAVERA, M; LOPEZLEON, MD; CABRERO, J; CAMACHO, JPM"				"Talavera, Miguel/L-4626-2014; Camacho, Juan Pedro/L-6869-2014; Cabrero, Josefa/L-8899-2014; Lopez-Leon, Maria Dolores/L-9026-2014; Talavera, Miguel/A-5668-2008"	"Talavera, Miguel/0000-0001-7484-6082; Camacho, Juan Pedro/0000-0002-2507-9814; Cabrero, Josefa/0000-0002-5848-6985; Lopez-Leon, Maria Dolores/0000-0003-2337-7313; Talavera, Miguel/0000-0001-7484-6082"			MALE GERM LINE POLYSOMY IN THE GRASSHOPPER CHORTHIPPUS-BINOTATUS - EXTRA CHROMOSOMES ARE NOT TRANSMITTED								GENOME				33	3			384	388					jun-90	1990										8	0	0	9	0	9			0831-2796			WOS:A1990DM75000011	
J	VALLE F								MAP OF THE VEGETATION SERIES OF THE SIERRA-NEVADA MOUNTAINS SPAIN								Ecologia Mediterranea				11	2-mar			183	200					1985	1985										3	0	0	3	0	3			0153-8756			BIOSIS:PREV198630081209	
J	"Garcia-Nieto, Ana P.; Garcia-Llorente, Marina; Iniesta-Arandia, Irene; Martin-Lopez, Berta"				"GARCIA, MARINA/L-3550-2014; "	"GARCIA, MARINA/0000-0002-3527-9318; Iniesta-Arandia, Irene/0000-0002-1304-3232; Martin-Lopez, Berta/0000-0003-2622-0135"			Mapping forest ecosystem services: From providing units to beneficiaries								ECOSYSTEM SERVICES				4		SI		126	138		10.1016/j.ecoser.2013.03.003			jun-13	2013										26	0	0	14	0	26			2212-0416			WOS:000209520700014	
J	Travesi Ydanez, Roberto								Mariposas de Sierra Nevada.								Quercus				95				22	27					Enero 1994	1994										0	0	0	0	0	0			0212-0054			ZOOREC:ZOOR13100045036	
J	"Ruano, F; Tinaut, A"				Ruano, Francisca/M-1028-2014	Ruano, Francisca/0000-0002-9806-7267			Mating behaviour in a slave-making ant, Rossomyrmex minuchae (Hymenoptera, Formicidae)								NATURWISSENSCHAFTEN				92	7			328	331		10.1007/s00114-005-0633-1			jul-05	2005										8	1	0	8	0	8			0028-1042			WOS:000231020400006	15864511
B	"Alba-Tercedor, J.; Zamora-Munoz, C.; Sanchez-Ortega, A.; Guisasola, I."	"Alba-Tercedor, J.; Sanchez-Ortega, A."			Zamora-Munoz, Carmen/K-7050-2014	Zamora-Munoz, Carmen/0000-0002-3037-1529			Mayflies and stoneflies from the Rio Monachil (Sierra Nevada, Spain) (Ephemeroptera and Plecoptera).								Overview and strategies of Ephemeroptera and Plecoptera.								529	538					1991	1991										6	0	0	6	0	6						ZOOREC:ZOOR12900019346	
B	"ALBA-TERCEDOR J; ZAMORA-MUNOZ C; SANCHEZ-ORTEGA A; GUISASOLA I"				Zamora-Munoz, Carmen/K-7050-2014	Zamora-Munoz, Carmen/0000-0002-3037-1529			MAYFLIES AND STONEFLIES FROM THE RIO MONACHIL SIERRA NEVADA SPAIN EPHEMEROPTERA AND PLECOPTERA								"ALBA-TERCEDOR, J. AND A. SANCHEZ-ORTEGA (ED.). OVERVIEW AND STRATEGIES OF EPHEMEROPTERA AND PLECOPTERA; VITH INTERNATIONAL EPHEMEROPTERA CONFERENCE, GRANADA, SPAIN, JULY 24-28, 1989 AND THE XTH INTERNATIONAL SYMPOSIUM ON PLECOPTERA, GRANADA, SPAIN, JULY 27-30, 1989. XIV+588P. SANDHILL CRANE PRESS, INC.: GAINESVILLE, FLORIDA, USA. ILLUS. MAPS"								529	538					1991	1991										0	0	0	0	0	0					1-877743-08-9	BIOSIS:PREV199242105042	
J	"Castro, J; Zamora, R; Hodar, JA"				Castro, Jorge/M-1509-2014	Castro, Jorge/0000-0002-6362-2240			Mechanisms blocking Pinus sylvestris colonization of Mediterranean, mountain meadows								JOURNAL OF VEGETATION SCIENCE				13	5			725	731		10.1111/j.1654-1103.2002.tb02100.x			oct-02	2002										39	1	0	33	0	43			1100-9233			WOS:000180300000013	
J	"CASTILLO, P; VOVLAS, N"				Castillo, Pablo/A-1445-2011	Castillo, Pablo/0000-0003-0256-876X			MESOCRICONEMA-KIRJANOVAE (NEMATODA, CRICONEMATIDAE) FROM SOUTHEASTERN SPAIN								JOURNAL OF NEMATOLOGY				24	1			61	66					mar-92	1992										1	0	0	1	0	1			0022-300X			WOS:A1992HF31000010	19283203
J	"Zamora, Regino; Gomez, Lorena; Gomez, Jose Maraa; Hodar, Jose Antonio; Baraza, Elena; Castro, Jorge"								Meta-analysis of the nurse effect of shrubs in reforestations in Mediterranean mountains.								Ecological Society of America Annual Meeting Abstracts				87				455	455					2002	2002						87th Annual Meeting of the Ecological Society of America and the 14th Annual International Conference of the Society for Ecological Restoration87th Annual Meeting of the Ecological Society of America and the 14th Annual International Conference of the Society for Ecological Restoration	August 04-09, 2002August 04-09, 2002		Tucson, Arizona, USATucson, Arizona, USA	1	0	0	1	0	1						BIOSIS:PREV200300051854	
J	"Villar-Argaiz, M; Medina-Sanchez, JM; Carrillo, P"				"Medina-Sanchez, Juan Manuel/A-4703-2013; Villar-Argaiz, Manuel/L-9085-2014; Carrillo, Presentacion /I-1601-2015"				Microbial plankton response to contrasting climatic conditions: insights from community structure, productivity and fraction stoichiometry								AQUATIC MICROBIAL ECOLOGY				29	3			253	266		10.3354/ame029253			OCT 23 2002	2002										20	0	0	18	0	20			0948-3055			WOS:000179257300004	
J	"Donaire, T; Pascual, E; Pin, C; Duthou, JL"				Donaire, Teodosio/P-7032-2014	Donaire, Teodosio/0000-0001-5582-2253			Microgranular enclaves as evidence of rapid cooling in granitoid rocks: the case of the Los Pedroches granodiorite, Iberian Massif, Spain								CONTRIBUTIONS TO MINERALOGY AND PETROLOGY				149	3			247	265		10.1007/s00410-005-0652-0			may-05	2005										55	9	0	1	0	62			oct-99	1432-0967		WOS:000228880200001	
J	MARTINEZ, T				Martinez, Teodora/H-5362-2015	Martinez, Teodora/0000-0003-2289-3439			MICROGRAPHIC ANALYZE OF FECES TO STUDY ALIMENTARY DIET OF WILDGOAT IN THE SIERRA-NEVADA (SPAIN)								MAMMALIA				52	4			465	473					1988	1988										7	0	0	8	0	8			0025-1461			WOS:A1988U267800002	
J	"Cacas, J.J.; Laville, H."								Micropsectra seguyi, n. sp., du groupe attenuata Reiss (Diptera: Chironomidae) de la Sierra Nevada (Espagne).								Annales de la Societe Entomologique de France				26	3			421	425					1990	1990										0	0	0	0	0	0			0037-9271			ZOOREC:ZOOR12700043353	
J	"CASAS, JJ; LAVILLE, H"								MICROPSECTRA-SEGUYI, A NEW SPECIES OF THE ATTENUATA REISS GROUP (DIPTERA, CHIRONOMIDAE) FROM SIERRA-NEVADA (SPAIN)								ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE				26	3			421	425					JUL-SEP 1990	1990										3	0	0	4	0	4			0037-9271			WOS:A1990EE69600016	
J	"Fletcher, William J.; Debret, Maxime; Goni, Maria Fernanda Sanchez"					"Fletcher, William/0000-0001-8918-0690; Sanchez Goni, Maria Fernanda/0000-0001-8238-7488"			Mid-Holocene emergence of a low-frequency millennial oscillation in western Mediterranean climate: Implications for past dynamics of the North Atlantic atmospheric westerlies								HOLOCENE				23	2			153	166		10.1177/0959683612460783			feb-13	2013										30	0	0	13	0	30			0959-6836	1477-0911		WOS:000313980100001	
J	"Oster, Jessica L.; Montanez, Isabel P.; Mertz-Kraus, Regina; Sharp, Warren D.; Stock, Greg M.; Spero, Howard J.; Tinsley, John; Zachos, James C."				Mertz-Kraus, Regina/K-3558-2014	Mertz-Kraus, Regina/0000-0002-5122-4480			Millennial-scale variations in western Sierra Nevada precipitation during the last glacial cycle MIS 4/3 transition								QUATERNARY RESEARCH				82	1			236	248		10.1016/j.yqres.2014.04.010			jul-14	2014										4	0	0	2	0	4			0033-5894	1096-0287		WOS:000339138400023	
J	"Martin-Garcia, JM; Delgado, G; Parraga, JF; Bech, J; Delgado, R"				Parraga, Jesus/L-1042-2014				Mineral formation in micaceous Mediterranean Red soils of Sierra Nevada, Granada, Spain								EUROPEAN JOURNAL OF SOIL SCIENCE				49	2			253	268					jun-98	1998										12	0	0	9	0	13			1351-0754			WOS:000074233600010	
J	"MAYORAL, E; CRESPOBLANC, A; DIAZ, MD; BENOT, C; OROZCO, M"								MIOCENE RIFTING OF THE ALBORAN DOMAIN - DATINGS OF DISCORDANT SEDIMENTS OVER THE ALPUJARRIDE EXTENSIONAL UNITS (SOUTH OF SIERRA-NEVADA, BETIC CHAIN)								COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE II				319	5			581	588					SEP 8 1994	1994										14	0	0	0	0	14			1251-8069			WOS:A1994PH47800009	
J	"MAYORAL, E; CRESPOBLANC, A; DIAZ, MDG; BENOT, C; OROZCO, M"								MIOCENE RIFTING OF THE ALBORAN DOMAIN - DATINGS OF DISCORDANT SEDIMENTS OVER THE ALPUJARRIDE EXTENSIONAL UNITS (SOUTH OF SIERRA-NEVADA, BETIC CHAIN) - REPLY								COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE II FASCICULE A-SCIENCES DE LA TERRE ET DES PLANETES				321	5			451	453					SEP 7 1995	1995										1	0	0	0	0	1						WOS:A1995RW63800014	
J	"Sarasa, M.; Soriguer, R. C.; Granados, J. -E.; Casajus, N.; Perez, J. M."				"CSIC, EBD Donana/C-4157-2011; Soriguer, Ramon/J-1494-2014"	"CSIC, EBD Donana/0000-0003-4318-6602; Soriguer, Ramon/0000-0002-9165-7766"			Mismeasure of secondary sexual traits: an example with horn growth in the Iberian ibex								JOURNAL OF ZOOLOGY				288	3			170	176		10.1111/j.1469-7998.2012.00937.x			nov-12	2012										1	0	0	1	0	1			0952-8369			WOS:000310330900002	
J	Kottmann, Sina Lucia								MOCKING AND MIMING THE 'MOOR': STAGING OF THE 'SELF' AND 'OTHER' ON SPAIN'S BORDERS WITH MOROCCO								JOURNAL OF MEDITERRANEAN STUDIES				20	1			107	136					2011	2011										2	0	0	0	0	2			1016-3476			WOS:000209335300008	
J	"MartinezMartinez, JM; Azanon, JM"					"Martinez Martinez, Jose Miguel/0000-0002-8178-0904; Azanon, Jose Miguel/0000-0001-7834-5816"			Mode of extensional tectonics in the southeastern Betics (SE Spain): Implications for the tectonic evolution of the peri-Alboran orogenic system								TECTONICS				16	2			205	&		10.1029/97TC00157			abr-97	1997										90	0	0	4	0	90			0278-7407			WOS:A1997WT48300002	
J	"Thornes, JB; Alcantara-Ayala, I"								Modelling mass failure in a Mediterranean mountain environment: climatic, geological, topographical and erosional controls								GEOMORPHOLOGY				24	1			87	100		10.1016/S0169-555X(97)00103-7			jul-98	1998										23	0	0	4	0	23			0169-555X			WOS:000074900300008	
J	"Notario del Pino, Jesus S.; Ruiz-Gallardo, Jose-Reyes"				"Ruiz-Gallardo, Jose-Reyes/F-3962-2012; "	"Ruiz-Gallardo, Jose-Reyes/0000-0003-3483-5906; Notario del Pino, Jesus/0000-0002-2926-980X"			Modelling post-fire soil erosion hazard using ordinal logistic regression: A case study in South-eastern Spain								GEOMORPHOLOGY				232				117	124		10.1016/j.geomorph.2014.12.005			MAR 1 2015	2015										1	0	0	1	0	1			0169-555X	1872-695X		WOS:000350184400009	
J	"Galindo-Zaldivar, Jesus; Gil, Antonio; de Galdeano, Carlos Sanz; Shanov, Stefan; Stanica, Dumitru"				"Galindo-Zaldivar, Jesus/K-3640-2012; Gil, Antonio/L-8173-2014"	"Galindo-Zaldivar, Jesus/0000-0002-3493-2637; Gil, Antonio/0000-0003-0351-4106"			Monitoring of active tectonic structures in Central Betic Cordillera (southern Spain)								ACTA GEODYNAMICA ET GEOMATERIALIA				4	1			19	29					2007	2007										0	0	0	0	0	0			1214-9705			WOS:000254935600003	
J	"Fernandez Calzado, Ma Rosa; Molero Mesa, Joaquin; Merzouki, Abderrahmane"								Monitoring plant diversity and climatic change in Sierra Nevada (Spain)								ACTA BOTANICA GALLICA				157	4			669	676					dic-10	2010										0	0	0	0	0	0			1253-8078			WOS:000285855600008	
J	"Gomez Ortiz, Antonio; Salvador Franch, Ferran; Schulte, Lothar; Sanjose Blasco, Jose Juan; Atkinson Gordo, Alan; Palacios Estremera, David"								Morphodynamic evolution in recent deglaciated high mountain areas: The case of the Veleta Cirque, Sierra Nevada. Consequence of climate change?								SCRIPTA NOVA-REVISTA ELECTRONICA DE GEOGRAFIA Y CIENCIAS SOCIALES				12	270									AUG 1 2008	2008										0	0	0	0	0	0			1138-9788			WOS:000267809300024	
J	"Guerra, J.; Cano, M. J.; Heras, P."				Cano, Maria/G-9675-2015	Cano, Maria/0000-0002-1297-457X			Morphological variability and new records of Pohlia bolanderi (Lesq.) Broth. (Mielichhoferiaceae, Bryophyta) in the Iberian Peninsula								NOVA HEDWIGIA				85	1-feb			243	248		10.1127/0029-5035/2007/0085-0243			ago-07	2007										0	0	0	0	0	0			0029-5035			WOS:000248460300014	
J	"Bermejo-Orantes, F. J.; Garcia-Fernandez, P."								Morphological variability of Apis mellifera iberica in different apiaries of southern Spain								Journal of Apicultural Research				34	1			23	30					1995	1995										1	0	0	1	0	1			0021-8839			BIOSIS:PREV199598405016	
J	"ORANTESBERMEJO, FJ; GARCIAFERNANDEZ, P"								MORPHOLOGICAL VARIABILITY OF APIS-MELLIFERA-IBERICA IN DIFFERENT APIARIES OF SOUTHERN SPAIN								JOURNAL OF APICULTURAL RESEARCH				34	1			23	30					1995	1995										9	0	0	8	0	9			0021-8839			WOS:A1995RE09700004	
J	"Oliva, Marc; Schulte, Lothar; Gomez Ortiz, Antonio"								Morphometry and Late Holocene Activity of Solifluction Landforms in the Sierra Nevada, Southern Spain								PERMAFROST AND PERIGLACIAL PROCESSES				20	4			369	382		10.1002/ppp.645			OCT-DEC 2009	2009										14	0	0	5	0	14			1045-6740			WOS:000273091700006	
J	"Huertegn, Jochen; Rudersdorf, Andreas; Gruetzner, Christoph; Reicherter, Klaus"				Gruetzner, Christoph/D-6888-2012				Morphotectonics of the Padul-Niguelas Fault Zone, southern Spain								ANNALS OF GEOPHYSICS				56	6	SI				S0679	10.4401/ag-6208			2013	2013										1	0	0	0	0	1			1593-5213	2037-416X		WOS:000335834000011	
J	"Gavilan, Rosario G.; Jimenez-Alfaro, Borja; Bacchetta, Gianluigi; Dimopoulos, Panayotis; Mucina, Ladislav"								Mountain Biodiversity patterns in Southern Europe and North Africa								Lazaroa				34				7	10		10.5209/rev_LAZA.2013.v34.n1.43650			2013	2013										1	0	0	3	0	3			0210-9778	1988-3307		BCI:BCI201400105204	
