"Reference.Type"	"Authors..Primary"	"Title.Primary"	"Periodical.Full"	"Periodical.Abbrev"	"Pub.Year"	"Pub.Date.Free.From"	"Volume"	"Issue"	"Start.Page"	"Other.Pages"	"Keywords"	"Abstract"	"Notes"	"Personal.Notes"	"Authors..Secondary"	"Title.Secondary"	"Edition"	"Publisher"	"Place.Of.Publication"	"Authors..Tertiary"	"Authors..Quaternary"	"Authors..Quinary"	"Title..Tertiary"	"ISSN.ISBN"	"Availability"	"Author.Address"	"Accession.Number"	"Language"	"Classification"	"Sub.file.Database"	"Original.Foreign.Title"	"Links"	"URL"	"DOI"	"PMID"	"PMCID"	"Call.Number"	"Database"	"Data.Source"	"Identifying.Phrase"	"Retrieved.Date"	"Shortened.Title"	"User.1"	"User.2"	"User.3"	"User.4"	"User.5"	"User.6"	"User.7"	"User.8"	"User.9"	"User.10"	"User.11"	"User.12"	"User.13"	"User.14"	"User.15"	"aut"	"key"
"Journal Article"	"Azanon,JM;CrespoBlanc,A.;GarciaDuenas,V."	"Continental collision, crustal thinning and nappe forming during the pre-Miocene evolution of the Alpujarride Complex (Alboran Domain, Betics)"	"Journal of Structural Geology"	"J.Struct.Geol."	1997	"AUG"	"19"	"8"	"1055"	"1071"	"TEMPERATURE-TIME PATHS;BELT SOUTHERN SPAIN;SE SPAIN;TECTONIC;EVOLUTION;ALPINE BELT;GEODYNAMIC EVOLUTION;EXTENSIONAL COLLAPSE;INTERNAL ZONE;FAULT SYSTEMS;SIERRA-NEVADA;Geology ER"	"The tectono-metamorphic evolution of the Alpujarride Complex within the internal zones of the Gibraltar Are indicates that the Alboran Crustal Domain underwent several contractional and extensional events. The superposition of structures and the metamorphic evolution observed in the Alpujarride Complex, and in particular in the Adra unit, suggest that these events are as follows: (a) the first thickening event (D-1) results from continental subduction, and is evidenced by the presence of pre-S-2 high-pressure mineral relicts; (b) the thinning and associated vertical shortening event (D-2) is indicated by an almost isothermal decompression during which the S-2 main foliation developed; (c) kilometric-scale N-vergent recumbent folds of the condensed metamorphic sequences, and thrust and nappe-forming in the Alpujarride Complex, suggest that a second thickening event (D-3) took place; (d) the second thinning event (D-4), which affects the whole Alboran Domain, is evidenced by extensional fault systems resulting in the opening of the Alboran Sea. The oldest synrift deposits are of the Late Oligocene and Early Miocene, suggesting that D-1 to D-3 events are pre-Miocene; and (e) from the Late Tortonian to the Pliocene, the extensional systems were folded due to a continuous N-S to NW-SE compression. (C) 1997 Elsevier Science Ltd."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"0191-8141"	NA	"Azanon, JM (reprint author), UNIV GRANADA,CSIC,INST ANDALUZ CIENCIAS TIERRA,DEPT GEODINAM,E-18071 GRANADA,SPAIN."	NA	NA	NA	NA	NA	NA	NA	"10.1016/S0191-8141(97)00031-X"	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Azanon,JM;CrespoBlanc,A.;GarciaDuenas,V."	327
"Journal Article"	"Bengtsson,Bengt A."	"Scythrididae."	"Microlepidoptera of Europe"	" "	1997	"1997"	"2"	" "	"1"	"301"	"Zoology;Nutrition & Dietetics;Reproductive Biology;Scythrididae [Checklists / / Europe & North Africa] [Faunal works / / Systematics;species distribution;morphology;Ecology & behaviour] [Food plants / / Species notes in faunal work] [Genitalia / / Morphology & identification use] [Palaearctic region / / distribution;checklist]."	" "	"PT: J BD: Systematics; Nomenclature; New taxa; Type material; Synonymy; Spelling;    Available name; Taxonomy; Documentation; Publications; Nutrition; Diet;    Reproduction; Reproductive system; Land zones; UT: ZOOREC:ZOOR13400058321"	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	"1395-9506"	NA	" "	NA	NA	NA	"DT: Article"	" "	" "	NA	NA	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bengtsson,Bengt A."	328
"Journal Article"	"Calvache,ML;Viseras,C."	"Long-term control mechanisms of stream piracy processes in southeast Spain"	"Earth Surface Processes and Landforms"	"Earth Surf.Process.Landforms"	1997	"FEB"	"22"	"2"	"93"	"105"	"stream piracy;fluvial superimposition;Guadix Basin;SE Spain;BETIC-CORDILLERA;SIMPLE SHEAR;BASIN;EVOLUTION;SYSTEMS;SEQUENCES;DEPOSITS;MIOCENE;UPLIFT;Physical Geography;Geology ER"	"The Guadix Basin developed as an endorheic depression during the Upper Miocene-Upper Pleistocene. Its principal palaeogeographical characteristics are a large lake in the eastern sector, an axial fluvial system and two fluvial systems transverse to it in the western sector, The uplift of a central sector of the Betic Cordillera during the Upper Pleistocene affected the study area, causing northward tilting from the Internal Zone of the cordillera (Sierra Nevada and Sierra de Baza), step-faulting of the Plio-Pleistocene infill of the ancient basin (leaving more northern sectors in a lower topographical position), alteration of fluvial current profiles and displacement of the ancient Axial System to a position very close to the divide between the ancient endorheic Guadix Basin and the Guadalquivir Basin. This facilitated capture of the endorheic basin by the headward erosion of a tributary of the Guadalquivir River. The region then began to be rapidly eroded, as the new base level was now some 500m lower than that of the ancient basin. The present drainage network is similar to that of the ancient endorheic basin as regards the location of the main streams and the distribution of drainage patterns and fluvial styles, although flow reversal is found in some stretches and a barbed drainage pattern appears locally. As a result of the inheritance of drainage from the ancient basin, fluvial superimposition is found in some stretches of the main streams. (C) 1997 by John Wiley & Sons, Ltd."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"0197-9337"	NA	"UNIV GRANADA,DEPT STRATIG & PALAEONTOL,E-18071 GRANADA,SPAIN.; Calvache, ML (reprint author), UNIV GRANADA,DEPT GEODYNAM,E-18071 GRANADA,SPAIN."	NA	NA	NA	NA	NA	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Calvache,ML;Viseras,C."	329
"Journal Article"	"Calvache,ML;Viseras,C.;Fernandez,J."	"Controls on fan development - evidence from fan morphometry and sedimentology; Sierra Nevada, SE Spain"	"Geomorphology"	"Geomorphology"	1997	"NOV"	"21"	"1"	"69"	"84"	"alluvial fans;morphology-morphometry;drainage basins;subsidence;Quaternary;Betic Cordillera;SOUTHERN SPAIN;EVOLUTION;SYSTEMS;BASIN;ARCHITECTURE;MORPHOLOGY;SEQUENCES;HISTORY;Physical Geography;Geology ER"	"We have studied the morphology and the morphometric relations between alluvial fans and drainage basins in a bajada system including more than 20 coalescent fans developed since the Late Pleistocene as a result of the recent uplift of the Sierra Nevada (Betic Cordillera, Spain). Three allocycles of tectonic origin were recognised across which there is a clear evolution from debris flow to sheet flow dominated fans, in connection with a decrease in the volume of fines available in the source areas. The larger volume of accommodation space created by higher tectonic subsidence in the northern sector favoured vertical accumulation of sediment, with the appearance of less elongated fans. In the rest of the system, where subsidence is less, more elongated fans appear, with the development of incised channels and irregular distribution of sediment in depositional lobes. This involves the appearance of markedly asymmetric transverse profiles, as well as lengthy recurrence between the sedimentation events on particular sectors of the fans, where headward-eroding gullies develop. The Lithology of the source area, where intensely fractured rocks are found, is responsible for an important sediment supply and a significant degree of clast sorting from the source area. Consequently, a weak longitudinal trend in particle size can be recognised, which influences the predominance of longitudinal constant-slope profiles and anomalous relations between both fan area and fan slope and their drainage areas. Recent intense tectonic activity has caused the appearance of abnormally low slopes in upper sectors of some catchments, where mass flows are trapped, and the fans present a subsequently higher proportion of sheet flows. Recent piracy phenomena can be recognised in some of the drainage basins, which indicate rejuvenation of the source area, in which case the fan presents a rapid increase in the proportion of mass flows with the development of a segmented longitudinal profile. Due to the recent nature of the processes, the morphometric relations in the fan fed by the basin affected by capture do not coincide with the other fans in the area. (C) 1997 Elsevier Science B.V."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"0169-555X"	NA	"UNIV GRANADA,DEPT STRATIG & PALAEONTOL,E-18071 GRANADA,SPAIN. UNIV GRANADA,DEPT GEODYNAM,E-18071 GRANADA,SPAIN."	NA	NA	NA	NA	NA	NA	NA	"10.1016/S0169-555X(97)00035-4"	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Calvache,ML;Viseras,C.;Fernandez,J."	330
"Journal Article"	"Clement,R.;Garcia,M.;Reglero,V.;Clausen,JV;Bravo,A.;Suso,J.;Fabregat,J.;Torrejon,JM;Reig,P.;Marco,A."	"Four colour photometry of late-type binary systems .1. First uvby beta light curves of ZZ Ursae Majoris"	"Astronomy & Astrophysics Supplement Series"	" "	1997	"MAY"	"123"	"1"	"1"	"4"	"stars, binaries, eclipsing;stars, late-type;stars, individual, ZZ UMa;stars, fundamental parameters;STELLAR MASSES;STARS;Astronomy & Astrophysics ER"	"This paper presents first complete uvby light, curves of the late-type detached eclipsing binary ZZ UMa (G0V + G8V, P = 2.(d)2993). This binary system has been observed during eight campaigns at the Calar Alto Observatory (Almeria, Spain)and at the Sierra Nevada Observatory (Granada, Spain). 294 points distributed over the binary period and covering both eclipses are given. The comparison stars used to calculate the differential light curves (SAO 15242 and SAO 15251) were confirmed as being good reference stars with constant flux. These observations are part of a 6 year uvby and H beta monitoring program of low mass eclipsing binaries whose main objective is to provide accurate absolute astrophysical parameters for late-type main sequence stars. Details about the standardisation process and accuracy of the photometry are also given. The internal accuracy of the standard photometry measured as the mean RMS of the differences between standard and observed values for the standard stars observed along the program is only a few millimagnitudes. Detailed analysis of ZZ UMa, based on these light curves, will be published separately."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"0365-0138"	NA	"UNIV POLITECN MADRID,DEPT FIS APLICADA,EUIT IND,E-28012 MADRID,SPAIN. ASTRON OBSERV,NIELS BOHR INST,DK-4340 TOLLOSE,DENMARK.; Clement, R (reprint author), UNIV VALENCIA,DEPT ASTRON & ASTROFIS,DR MOLINER 50,E-46100 BURJASSOT,SPAIN."	NA	NA	NA	NA	NA	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Clement,R.;Garcia,M.;Reglero,V.;Clausen,JV;Bravo,A.;Suso,J.;Fabregat,J.;Torrejon,JM;Reig,P.;Marco,A."	331
"Journal Article"	"Escudero,IF;Tinaut,A.;Ruano,F."	"Ovarian maturation under cold winter conditions in a high-mountain ant (Hymenoptera : Formicidae)"	"Environmental Entomology"	"Environ.Entomol."	1997	"DEC"	"26"	"6"	"1373"	"1377"	"Proformica longiseta;ovarian cycle;phenology;high mountains;Entomology ER"	"A study of the reproductive biology of Proformica longiseta Collingwood, a high-mountain ant, focused on the ovarian development of the queen and the annual development of the brood. Despite the brevity of the active period (<4 mo), larvae complete their development in 1 season, entering winter as adults; consequently, the colony hibernates without brood. We studied the different phases of ovarian development and their relationship to the annual development of the brood as well as with abiotic conditions. The most striking finding is that after egg laying, the ovarioles recuperate slowly over the hibernation period at temperatures of nearly 1 degrees C, becoming fully developed ovaries capable of oviposition by the onset of the active period. We interpret this response as being an adaptation to a short active period as well as a compensation for the absence of a brood during the winter. This situation has not been described in other species of ants."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"0046-225X"	NA	"Univ Granada, Fac Ciencias, Dept Biol Anim & Ecol, E-18071 Granada, Spain.; Escudero, IF (reprint author), Univ Granada, Fac Ciencias, Dept Biol Anim & Ecol, Campus Fuentenueva, E-18071 Granada, Spain."	NA	NA	NA	NA	NA	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Escudero,IF;Tinaut,A.;Ruano,F."	332
"Journal Article"	"Fernandez-Rubio,Fidel"	"[Monstrosities and curiosities (4): the aberrant form of Lysandra golgus (Hubner, 1808).]"	"Boletin de la SEA"	" "	1997	"30 de junio 1997"	"18"	" "	"18"	" "	"Anatomy & Morphology;Zoology;Evolutionary Biology;Lysandra golgus [General morphology / / Normal & aberrant form comparison] [Morphological variation / / Aberrant form description] [Spain / / Granada;Sierra Nevada;Veleta;Morphology & aberrant form description]."	" "	"PT: J BD: General morphology; Evolution; Variation; Land zones; Palaearctic    region; Eurasia; Europe; UT: ZOOREC:ZOOR13400021899"	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	"1134-6094"	NA	"Fernandez-Rubio, Fidel; Castellana, 138, 28046 Madrid, Spain."	NA	NA	NA	"DT: Article"	"De monstruosos y prodigios (4): forma aberrante de Lysandra golgus (Hubner, 1808)."	" "	NA	NA	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Fernandez-Rubio,Fidel"	333
"Journal Article"	"Gomez,JM;Garcia,D."	"Interactions between a high-mountain shrub, Genista versicolor (Fabaceae), and its seed predators"	"Ecoscience"	"Ecoscience"	1997	" "	"4"	"1"	"48"	"56"	"predispersal seed predation;host-plant effect;Genista versicolor;high-mountain ecology;Spain;BRUCHID BEETLES;TOP-DOWN;HAMAMELIS-VIRGINIANA;ACACIA-FARNESIANA;FEEDING INSECTS;SALT-MARSH;HOST-PLANT;FRUIT-SET;BOTTOM-UP;POLLINATION;Environmental Sciences & Ecology ER"	"For three years we studied the interaction between Genista versicolor (Fabaceae) and three seed-predator species, one moth (Coleophora brunneosignata; Coleophoridae) and two weevil species (Exapion compactum and Exapion nov. sp.; Apionidae), to assess the impact of the insects on seed production and the reciprocal effect of the plant reproductive strategies on the insect's survival. plants experienced three predispersal mortality factors of ovules: early death of ovules, seed abortion and seed predation. Each fruit bore an average of 5.4 ovules, of which 4.0 ovules died early in their development and 0.1 aborted. Each fruit sets an average of 1.3 mature seeds. Seed predators invariably infested more than 65% of the fruits every year, killing 87% of the seeds ripened by the plants. More than 90% of the seeds predators were weevils. However, including the other two predispersal mortality factors, we found that the main lass was to ovule death (74% of the initial number of ovules), whereas seed predation destroyed 19% of the ovules. The effect of the plant on the seed-predator survival is somewhat different. Although weevils were parasitized by a wasp, the main mortality factor during the larval stage within the fruits was starvation. Of weevil larvae, 68% died before completing the life cycle because eggs were not laid on mature seed and were unable to enter a seed. As the plant capacity for filling seeds was not correlated with herbivory, the mortality of weevil larvae depended mostly on external predispersal events."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"1195-6860"	NA	"Gomez, JM (reprint author), UNIV GRANADA,FAC CIENCIAS,DEPT BIOL ANIM & ECOL,E-18071 GRANADA,SPAIN."	NA	NA	NA	NA	NA	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomez,JM;Garcia,D."	334
"Journal Article"	"Granados,JE;Perez,JM;Soriguer,C.;Fandos,P.;RuizMartinez,I."	"On the biometry of the Spanish ibex, Capra pyrenaica, from Sierra Nevada (Southern Spain)"	"Folia Zoologica"	"Folia Zool."	1997	" "	"46"	"1"	"9"	"14"	"Capra pyrenaica;morphometry;sexual dimorphism;Sierra Nevada;Spain;WEIGHT;SIZE;AGE;Zoology ER"	"Several basic biometrical parameters of the Spanish ibex population from Sierra Nevada Natural Park were studied: body weight, horn length, basal horn perimeter, cross height and total body length. Reference values for the adult sector of the population (aging more than 4 years) are given. These data evince a marked sexual dimorphism with regards to almost all parameters considered. When comparing these values with those given for other populations, a decreasing trend in the size of meridional Spanish ibex populations is observed."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"0139-7893"	NA	"CSIC,ESTAC BIOL DONANA,E-41013 SEVILLE,SPAIN. ADECUAC AMBIENTAL,MADRID,SPAIN.; Granados, JE (reprint author), UNIV JAEN,FAC EXPT SCI,DEPT BIOL ANIM BIOL VEGETAL & ECOL,PARAJE LAS LAGUNILLAS SN,E-23701 JAEN,SPAIN."	NA	NA	NA	NA	NA	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Granados,JE;Perez,JM;Soriguer,C.;Fandos,P.;RuizMartinez,I."	335
"Journal Article"	"Johnson,C."	"Resolving denudational histories in orogenic belts with apatite fission-track thermochronology and structural data: An example from southern Spain"	"Geology"	"Geology"	1997	"JUL"	"25"	"7"	"623"	"626"	"SE SPAIN;BETIC CORDILLERAS;CONSTRAINTS;UPLIFT;BASIN;RANGE;Geology ER"	"Interpreting apatite fission-track thermochronology !(AFTT) data obtained from orogenic belts presents a considerable challenge because of the complexity of denudational processes operating in this tectonic setting. An approach which integrates kinematic, foliation, and thermochronologic data is advocated, and an example from southern Spain is used as an illustration. AMT ages from the Sierra Nevada are negatively correlated with their elevation precluding interpretation in terms of simple erosive denudation. However, when additional structural data is included in the analysis, a complex denudation history is obtained. An initial phase of tectonic denudation was responsible for the cooling that produced the oldest apparent ages. Thereafter, folding accompanied by differential erosive denudation caused cooling of samples inferred to have been as much as 4.5 km below the detachment. The second phase of cooling began in the late Miocene-early Pliocene."	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"0091-7613"	NA	"Johnson, C (reprint author), UNIV LONDON IMPERIAL COLL SCI TECHNOL & MED,DEPT GEOL,RES SCH GEOL & GEOPHYS SCI,LONDON SW7 2BP,ENGLAND."	NA	NA	NA	NA	NA	NA	NA	"10.1130/0091-7613(1997)025<0623:RDHIOB>2.3.CO;2"	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Johnson,C."	336
